feature,VIF
log_median_household_income,3.6170259199318475
poverty_rate,2.6185349125098836
cdd65_2023,1.6317191604668466
pct_hispanic,1.5750783430462645
hdd65_2023,1.4775347836782164
pct_asian,1.3006039308976411
pct_black,1.0794892402115037
