feature,VIF
log_median_household_income,5.411605805639372
pct_bachelors_plus,4.988160154728911
poverty_rate,2.6877873673970667
pct_hispanic,2.6645483517733757
cdd65_2023,2.0503422495083687
hdd65_2023,1.837947988813653
y_pv,1.456999876039618
log_kwh,1.413562348117084
pct_asian,1.3742482213141047
pct_black,1.0977608987289125
plant_mw_per_100k,1.0854936806644941
wind_mw_per_100k_ctrl,1.0133870320641167
