feature,VIF
log_median_household_income,3.4203135289554933
poverty_rate,2.758622021303607
pct_mobile_home_units,1.5421378377850528
pct_hispanic,1.467810368727458
pct_multifamily_units,1.4507307744224092
pct_asian,1.367367988884689
ghi_mean_kwh_m2_day_2023,1.1688450145614755
pct_black,1.1255311230596798
pct_other_housing_units,1.1127327350278828
