feature,VIF
log_median_household_income,3.091814722139239
poverty_rate,2.5152635425910255
pct_hispanic,1.462413919336398
pct_asian,1.2622456527905481
wind_ws50m_mean_2023,1.0828599205452536
pct_black,1.0261273484488065
