feature,VIF
log_median_household_income_c,2.1200816446707837
pct_hispanic_c,1.9762435133194185
pct_asian_c,1.8099908451644546
cdd65_2023,1.7389417219999348
hdd65_2023,1.6589460456120564
log_median_household_income_c:pct_asian_c,1.6587054282076066
log_median_household_income_c:pct_hispanic_c,1.6285824408661875
log_median_household_income_c:pct_black_c,1.2807315224767013
pct_black_c,1.2740279696625962
