feature,VIF
turbines_per_100k,27.370710025848705
wind_mw_per_100k_ctrl,27.36833931920638
log_median_household_income,3.69951056429386
poverty_rate,2.6357818630192273
cdd65_2023,1.6357446016893964
pct_hispanic,1.6197183979709269
hdd65_2023,1.4858338768162425
pct_asian,1.3827279802358425
storage_mw_per_100k,1.1475345545986213
pct_black,1.0954503112074023
plant_mw_per_100k,1.0210758571494047
