feature,VIF
cdd65_2023,2.0261411724790475
y_pv,1.6580524750069678
y_storage,1.5477079808021965
ghi_mean_kwh_m2_day_2023,1.5344849693726985
pct_hispanic,1.4951777314217083
pct_asian,1.3437101032957561
hdd65_2023,1.2442455308715994
log_kwh,1.1545276626380432
y_chargers,1.0895460648197706
pct_black,1.0853979621262708
