,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,-3.488870152704113,1.2503493080815418,-2.7903163781145435,0.00526565591338888,-5.939509764638511,-1.0382305407697148
log_median_household_income,0.31112721581126135,0.10133553992783129,3.07026750963027,0.002138671203613881,0.1125132071987914,0.5097412244237313
pct_black,-0.5792418580677685,0.38147958389200365,-1.518408540132389,0.12891144009166314,-1.326928103333422,0.1684443871978848
pct_hispanic,-0.2721540218766497,0.10063543561815538,-2.704355778905687,0.006843697056884857,-0.4693958512567336,-0.07491219249656583
pct_asian,-0.03087389508769789,0.1311660719906783,-0.23538019107480804,0.8139136594468808,-0.28795467218301535,0.22620688200761957
poverty_rate,0.9590300760569269,0.4483093749622577,2.1392148583501425,0.03241827138032199,0.08035984719923916,1.8377003049146148
cdd65_2023,-1.2869764752915008e-05,3.498941545593647e-05,-0.3678187984912867,0.7130083510051483,-8.14477588866596e-05,5.5708229380829587e-05
hdd65_2023,8.962180687037923e-05,2.5723118591654777e-05,3.4840956997902572,0.000493802888278884,3.9205420860683185e-05,0.00014003819288007526
pct_multifamily_units,1.3981438948981386,0.12774449614659156,10.94484644797312,7.033680732473301e-28,1.1477692832276034,1.6485185065686738
pct_mobile_home_units,0.5694011643867314,0.31762503054664387,1.7926835407359802,0.0730235398012609,-0.05313245607312511,1.191934784846588
pct_other_housing_units,-3.167343725276624,2.2559839971543885,-1.4039743762685328,0.160326479946021,-7.588991109397938,1.2543036588446896
