feature,VIF
log_median_household_income,3.088762588019965
poverty_rate,2.5781592778007494
pct_hispanic,1.5343859846219756
pct_asian,1.2608872845158225
t2m_mean_c_2023,1.2141386720392768
pct_black,1.0445039981499027
