,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,-2.3333802953418004,0.5349482271131138,-4.361880602790392,1.289492383132953e-05,-3.3818595540770566,-1.2849010366065439
C(county_geoid)[T.06005],0.41192419741265685,0.09101995132486441,4.52564730497861,6.02109244360253e-06,0.2335283709413338,0.5903200238839799
C(county_geoid)[T.06007],0.4382536466230572,0.08589981740270107,5.101915928045693,3.3623211818517294e-07,0.26989309823519614,0.6066141950109183
C(county_geoid)[T.06009],0.40281737344511537,0.07788519749907323,5.1719374974931345,2.3167908595273544e-07,0.25016519141814275,0.555469555472088
C(county_geoid)[T.06011],1.0811831017176914,0.176200032065548,6.136111832916589,8.456563714688923e-10,0.7358373847944146,1.4265288186409681
C(county_geoid)[T.06013],0.14821050447663467,0.03479783592365649,4.25918740469367,2.051714041202611e-05,0.08000799932633386,0.2164130096269355
C(county_geoid)[T.06015],-0.19562257508692185,0.039153516002466436,-4.996296503093076,5.844178311449666e-07,-0.27236205631986876,-0.11888309385397497
C(county_geoid)[T.06017],0.26527077934584914,0.07066795930747545,3.75376311903474,0.0001741994940228283,0.12676412424225517,0.40377743444944314
C(county_geoid)[T.06019],0.5832909431301998,0.053271361514298565,10.949428108264863,6.686845670653731e-28,0.4788809931547615,0.6877008931056381
C(county_geoid)[T.06021],0.6376503505478759,0.09656188685788217,6.603540706348839,4.014519962562209e-11,0.44839253002719526,0.8269081710685565
C(county_geoid)[T.06023],0.05323571937956939,0.0478819639697422,1.1118115249660678,0.26621919553579954,-0.040611205510169834,0.14708264426930862
C(county_geoid)[T.06025],-0.0705690727733071,0.042640650406678124,-1.6549717722470525,0.09793022395321414,-0.15414321184775942,0.01300506630114523
C(county_geoid)[T.06027],0.1461537062630489,0.0440325437911919,3.3192201421777714,0.0009026923554824666,0.05985150628463003,0.23245590624146778
C(county_geoid)[T.06029],0.582266665987091,0.08743907582154961,6.659112765274558,2.754855147610774e-11,0.41088922653538673,0.7536441054387952
C(county_geoid)[T.06031],0.7746452611477852,0.22034289854867856,3.5156352496499865,0.0004387032448759042,0.3427811157432123,1.206509406552358
C(county_geoid)[T.06033],0.3179451755009356,0.045612292014588,6.970602911146154,3.155855690919935e-12,0.2285467259000192,0.40734362510185196
C(county_geoid)[T.06035],0.043442921251877764,0.17499605133713467,0.24825086577630137,0.8039403126098517,-0.29954303680562855,0.3864288793093841
C(county_geoid)[T.06037],-0.03939799437133189,0.025292277255092133,-1.5577084646816384,0.1193023730155739,-0.08896994687831405,0.010173958135650273
C(county_geoid)[T.06039],0.5668697235521216,0.07924607231947191,7.153284786996737,8.472557294901963e-13,0.41155027588970017,0.7221891712145431
C(county_geoid)[T.06041],0.05615285261779883,0.041205289469338054,1.362758357991482,0.1729586789714882,-0.024608030714651313,0.13691373595024897
C(county_geoid)[T.06043],0.14238297031123698,0.11647210476479712,1.2224641307784732,0.22153216026512534,-0.08589816023134139,0.37066410085381535
C(county_geoid)[T.06045],0.22540573560794983,0.10208409304884487,2.208039753070034,0.02724150213251795,0.02532458983777819,0.42548688137812146
C(county_geoid)[T.06047],0.43952413659154965,0.11642807614369466,3.775069992989425,0.00015996274209744752,0.21132930056062105,0.6677189726224783
C(county_geoid)[T.06049],-0.039848927747744456,0.08953249425206053,-0.4450778243210549,0.6562635138678556,-0.2153293919278225,0.13563153643233358
C(county_geoid)[T.06051],0.021891136370402575,0.0657969958963687,0.3327072318754713,0.7393552900259317,-0.1070686058774098,0.15085087861821495
C(county_geoid)[T.06053],0.1872102871212231,0.05830921830625239,3.210646490542112,0.0013243674679311594,0.07292631927428479,0.3014942549681614
C(county_geoid)[T.06055],0.3189004114710143,0.104290745602617,3.0578016259096725,0.0022296712424565352,0.11449430616905593,0.5233065167729727
C(county_geoid)[T.06057],0.2102203224074714,0.1155071185048654,1.8199772025186178,0.06876247671353351,-0.016169469820064813,0.43661011463500765
C(county_geoid)[T.06059],-0.0012177333385971992,0.02770124000774927,-0.04395952449264167,0.9649366674338092,-0.05551116608088581,0.05307569940369142
C(county_geoid)[T.06061],0.16969281446831053,0.08421526670338243,2.0149887438579466,0.043905828493707263,0.004633924781245746,0.3347517041553753
C(county_geoid)[T.06063],-0.12252303020635028,0.047209450713417575,-2.595307260618636,0.009450639133013205,-0.2150518533345675,-0.029994207078133064
C(county_geoid)[T.06065],0.315835193803764,0.0686205793686518,4.602630824595576,4.171873422817739e-06,0.1813413296429342,0.4503290579645938
C(county_geoid)[T.06067],-0.19428354192074543,0.027719876174295673,-7.008817092080028,2.4034140311964888e-12,-0.24861350087827488,-0.13995358296321597
C(county_geoid)[T.06071],0.25070538548249255,0.04520833419320145,5.545556808421273,2.930201771605255e-08,0.16209867866276706,0.33931209230221804
C(county_geoid)[T.06073],0.3090860419950211,0.03695982771072836,8.362756569487537,6.12695510626223e-17,0.23664611080718806,0.38152597318285414
C(county_geoid)[T.06075],-0.20687801954600538,0.030690766014211873,-6.740725189140181,1.575980394054198e-11,-0.2670308155918065,-0.1467252235002042
C(county_geoid)[T.06077],0.3784672170993134,0.05698730156661706,6.641255274333221,3.110228260821053e-11,0.266774158452621,0.49016027574600585
C(county_geoid)[T.06079],0.271309496370869,0.06601641290953475,4.109727936030946,3.9612554149407466e-05,0.14191970467965578,0.4006992880620822
C(county_geoid)[T.06081],-0.04742895267739715,0.03418112148888277,-1.3875774290443679,0.1652657583903442,-0.11442271974679549,0.019564814392001195
C(county_geoid)[T.06083],0.07471227573053349,0.07683909011884509,0.9723211924422569,0.330890784038133,-0.07588957350723041,0.2253141249682974
C(county_geoid)[T.06085],-0.003737424795880174,0.03062363707992048,-0.12204379205926374,0.9028643364214608,-0.06375865054814966,0.05628380095638931
C(county_geoid)[T.06087],-0.016720044624580842,0.038498669840323706,-0.4343018783227721,0.6640692400439461,-0.0921760509643137,0.05873596171515202
C(county_geoid)[T.06089],0.23985336938517868,0.09356358510053797,2.5635333354044336,0.010361275056611803,0.056472112323675855,0.42323462644668153
C(county_geoid)[T.06091],-0.11574710595591003,0.04484196278531931,-2.5812230055595196,0.009845096214211244,-0.20363573801122128,-0.027858473900598785
