predictor,outcome,endpoint_change,average_slope_mid90
combined_nonwhite_share,y_pv,-0.19073167184020326,-0.2150178436585433
combined_nonwhite_share,y_storage,-1.587862019783618,-1.7900470552537096
combined_nonwhite_share,y_chargers,-0.05012142838509859,-0.056503470810443435
