predictor,outcome,endpoint_change,average_slope_mid90
pct_single_family_units,y_pv,0.38119700582907745,0.42355222869897496
pct_single_family_units,y_storage,1.9892571070029053,2.2102856744476727
pct_single_family_units,y_chargers,-1.2523170263906742,-1.3914633626563049
