feature,VIF
log_median_household_income,3.6219692929781604
poverty_rate,2.6033505903415572
cdd65_2023,2.044377170065973
ghi_mean_kwh_m2_day_2023,1.6290479012120036
pct_hispanic,1.5670742025644675
hdd65_2023,1.5147586456792608
pct_asian,1.3063014345844468
pct_black,1.0873807443844608
