feature,VIF
lat,7.8877717708182065
lon,7.3793428912842804
log_median_household_income,3.7635943957172047
poverty_rate,2.650007560383081
pct_hispanic,1.6126120299187827
pct_asian,1.2966291361373754
pct_black,1.0657087915108214
