feature,VIF
log_median_household_income,3.192803017539245
poverty_rate,2.6156577774072596
pct_hispanic,1.3940232295596535
pct_asian,1.3371565630625448
storage_mw_per_100k,1.149772327330842
wind_ws50m_mean_2023,1.0521452841057206
pct_black,1.0483958404874767
plant_mw_per_100k,1.0199421361970902
