feature,VIF
log_median_housing_value,6.743173694219919
pct_bachelors_plus,6.593768893995326
log_median_household_income,5.816428168602775
pct_hispanic,2.743736615201177
poverty_rate,2.7305615935181917
cdd65_2023,2.496021642931603
hdd65_2023,1.7037608401810285
pct_asian,1.3087826922963706
pct_black,1.0628565160919212
