,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,0.6688745797730274,0.021153848872103236,31.61952152618003,1.9907288420680966e-219,0.6274137978493018,0.710335361696753
log_median_household_income_c,0.04144704863291336,0.04697470784347272,0.882326906024016,0.3776000503932513,-0.050621686924584366,0.1335157841904111
pct_black_c,-0.01448523554519478,0.025363568236882707,-0.5711040106782341,0.5679291400719579,-0.06419691580890896,0.035226444718519406
pct_hispanic_c,-0.10189409280731684,0.02514699458181729,-4.051939188032914,5.0794869144215185e-05,-0.1511812965071026,-0.05260688910753108
pct_asian_c,0.0393354170749751,0.022425100583167344,1.7540798503486277,0.0794168257786162,-0.004616972417721056,0.08328780656767126
poverty_rate,0.1288599341317175,0.04030403630442231,3.1971967561367673,0.0013877023497830031,0.04986547454345497,0.20785439371998005
cdd65_2023,-0.12630825259312958,0.023385469316032092,-5.4011425165856295,6.621779025992638e-08,-0.17214293021411903,-0.08047357497214015
hdd65_2023,-0.03130226606489667,0.029049139321945784,-1.0775625989458735,0.2812290006890875,-0.08823753291779668,0.025633000788003353
log_median_household_income_c:pct_black_c,-0.044952577209306094,0.026890589249455643,-1.6716843499521339,0.09458658179403735,-0.09765716366129912,0.00775200924268693
log_median_household_income_c:pct_hispanic_c,-0.012039869413609261,0.029309975633101802,-0.41077718945667757,0.681235920743818,-0.06948636604223536,0.04540662721501684
log_median_household_income_c:pct_asian_c,0.03162396728200056,0.021667792225636025,1.4594919017446082,0.1444297679412607,-0.01084412510474303,0.07409205966874415
