feature,VIF
log_median_household_income,5.460088167662882
pct_bachelors_plus,5.032360582283986
pct_hispanic,2.686840998146669
poverty_rate,2.6204298806675665
cdd65_2023,2.1238525864699422
y_pv,1.5877422607117546
hdd65_2023,1.5763684126099038
pct_asian,1.408606087767941
log_kwh,1.1182754994966941
plant_mw_per_100k,1.0964072930795608
pct_black,1.0934251848969803
wind_mw_per_100k_ctrl,1.0109229755661202
