feature,VIF
log_median_household_income,3.0063196551064424
poverty_rate,2.4243069218290856
pct_hispanic,1.4769400915862783
pct_asian,1.2785568449212656
ghi_mean_kwh_m2_day_2023,1.139173148629482
log_kwh,1.0413339608786176
pct_black,1.0371264257030948
