,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,0.02223486073045877,0.00018834095520534926,118.05642966085612,0.0,0.021865719241442413,0.022604002219475124
pct_black,0.0006468365925582821,0.00014843675014770402,4.357658005275907,1.3146158856154784e-05,0.00035590590828661167,0.0009377672768299526
pct_hispanic,0.0022006416795637613,0.0002222779914749004,9.900402936708458,4.146012195922823e-23,0.0017649848217170553,0.0026362985374104673
pct_asian,-0.0016910795679428807,0.00016162724492412998,-10.46283730652401,1.279653045680599e-25,-0.0020078631469146097,-0.0013742959889711517
log_kwh,-7.4587605091555265e-06,0.0002851390758604787,-0.026158324623332823,0.9791310566304349,-0.0005663210797807282,0.0005514035587624171
cdd65_2023,0.0055739901871164855,0.0003127933893301707,17.82003832962349,4.940265053143107e-71,0.0049609264094271355,0.006187053964805836
hdd65_2023,0.004465749485656211,0.00021677477599348852,20.60087233484376,2.6954385560611873e-94,0.004040878731952236,0.004890620239360186
ghi_mean_kwh_m2_day_2023,0.0001946463797869024,0.0002271732986757733,0.8568189171946038,0.3915449692545985,-0.000250605103866774,0.0006398978634405789
y_pv,0.00029056686170710776,0.00024181022109863012,1.2016318432982644,0.22950619841513842,-0.00018337246273987474,0.0007645061861540903
y_storage,-7.629166311618374e-05,0.00023266686254445665,-0.3279008548181474,0.7429866273856017,-0.00053231033409925,0.00037972700786688255
y_chargers,-0.0007896611474698585,0.00017961127979600132,-4.3965008676890385,1.1000992124923145e-05,-0.0011416927870871677,-0.0004376295078525492
