feature,VIF
log_median_household_income,3.4607071552669484
poverty_rate,2.7517434641030074
pct_mobile_home_units,1.4954032064441365
pct_multifamily_units,1.4530491247180521
pct_hispanic,1.3911605385131076
pct_asian,1.3663890744618432
pct_black,1.1217848917245725
wind_ws50m_mean_2023,1.063209253661031
