feature,VIF
log_median_household_income,3.26933502370093
poverty_rate,2.6159354657455496
storage_capacity_mw,1.6961149768078645
PV_system_size_DC,1.6497676485424984
pct_hispanic,1.4119618892471408
pct_asian,1.2602715815006371
plant_capacity_mw,1.0709461044546131
wind_ws50m_mean_2023,1.050768324277653
pct_black,1.0417788654452838
