feature,VIF
log_median_household_income,3.49949035295361
poverty_rate,2.4106911213014284
cdd65_2023,2.016277845250774
pct_hispanic,1.6133941330644639
ghi_mean_kwh_m2_day_2023,1.5303792396236182
hdd65_2023,1.3783087255201443
pct_asian,1.314727471816398
pct_black,1.0671550164864738
log_kwh,1.0473645986696203
