,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,0.028286708830895665,0.004965532116909507,5.6966117960588285,1.2221176520913737e-08,0.0185544447176761,0.03801897294411523
log_median_household_income_c,0.002586405647738448,0.006863092119108669,0.3768571953940715,0.7062797331737618,-0.010865007728295224,0.016037819023772118
pct_black_c,0.008374222230896173,0.004791146726178362,1.7478534283118972,0.08048941091974726,-0.0010162527970604043,0.017764697258852748
pct_hispanic_c,0.016655819143807083,0.005873505831837281,2.8357542531965114,0.004571760906747019,0.005143959250420042,0.028167679037194124
pct_asian_c,-0.011020945991484631,0.0032631832283791925,-3.377360454551822,0.000731850766518621,-0.01741666759406299,-0.004625224388906272
poverty_rate,-0.004185076794778225,0.005340173481433502,-0.7836967861304002,0.4332180487901639,-0.014651624489583764,0.006281470900027314
wind_ws50m_mean_2023,0.021538745147575693,0.005653482876349124,3.8098187645851453,0.00013906869828915068,0.010458122322717499,0.03261936797243389
log_median_household_income_c:pct_black_c,0.00017621685490625525,0.0044216336240479465,0.03985333699921774,0.9682100532021825,-0.008490025801059037,0.008842459510871547
log_median_household_income_c:pct_hispanic_c,0.012122809597105901,0.0039258460785407375,3.087948267603,0.0020154355232769676,0.004428292674318252,0.01981732651989355
log_median_household_income_c:pct_asian_c,0.008537378657885054,0.0029536922999679658,2.890408949496075,0.0038474096494616884,0.002748248128534563,0.014326509187235544
