feature,VIF
wind_capacity_mw,12.198582911565476
wind_turbine_count,12.191429171122808
log_median_household_income,3.7906273479730492
poverty_rate,2.633645773938239
PV_system_size_DC,1.782929108595408
cdd65_2023,1.7756030971772556
storage_capacity_mw,1.7278889574160738
pct_hispanic,1.618637618321397
hdd65_2023,1.5063104235778573
pct_asian,1.3044537936276357
pct_black,1.0935001325762002
plant_capacity_mw,1.0725181281753535
