,Coef.,Std.Err.,z,P>|z|,[0.025,0.975]
Intercept,0.5410436812315631,0.016940866454466824,31.937190620430474,8.137214466672532e-224,0.5078401931139054,0.5742471693492208
log_median_household_income,-0.21751856741591286,0.04670562040671807,-4.657224666362108,3.2050063046914023e-06,-0.3090599012886793,-0.12597723354314644
pct_black,0.011366427278710175,0.022145600313882872,0.5132589371074608,0.6077702037483026,-0.03203815175251917,0.054771006309939516
pct_hispanic,0.07105447552777186,0.026808133579054615,2.650482000853921,0.008037700993558536,0.018511499220085957,0.12359745183545776
pct_asian,0.015337561720550657,0.018506331633896835,0.8287737420882402,0.4072324491172108,-0.020934181767841436,0.051609305208942746
poverty_rate,0.05702800409800071,0.03083884918791986,1.8492260768388085,0.06442517482188397,-0.0034150296349845025,0.11747103783098592
cdd65_2023,-0.03194510800853205,0.028015290885912793,-1.1402740074562399,0.254172163179171,-0.08685406916133434,0.022963853144270248
hdd65_2023,0.06599248215876274,0.027800559497451367,2.373782519190401,0.017606917609800186,0.011504386793695122,0.12048057752383037
pct_bachelors_plus,0.36655188141327705,0.048937802858450986,7.490158119143631,6.87906889582499e-14,0.2706355503281918,0.4624682124983623
log_median_housing_value,0.10888146765589526,0.05228144317050949,2.082602565135621,0.03728746521403037,0.006411721981919083,0.21135121332987145
