,count,mean,std,min,5%,25%,50%,75%,95%,max
energy_burden_pct,1370.0,0.022003649635036496,0.009467447660003458,0.003,0.01,0.015,0.02,0.027999999999999997,0.039,0.099
energy_affordability_index,1370.0,48.28694287578029,24.119985344042945,0.528332261,7.4778169595,29.07799602825,49.0576417865,67.12128535849999,86.6881129988,97.740055762
log_energy_gap_per_capita,1370.0,3.7911024015996038,2.695675450826762,0.0,0.0,1.0723183920775887,4.350639082750424,5.649631685080453,7.9040478487805,12.373556131665522
