outcome,rung,term,beta,se,p,N,R2,clusters
y_pv,C1,log_median_household_income,0.13566766695089214,0.04832699552598332,0.004996096252938935,1160,0.10889545300886083,
y_pv,C1,pct_black,-0.12670784831839732,0.023969143995829837,1.2482189892821495e-07,1160,0.10889545300886083,
y_pv,C1,pct_hispanic,-0.0461846656691484,0.03582149115991994,0.19729364493718038,1160,0.10889545300886083,
y_pv,C1,pct_asian,-0.2508062621719553,0.026019781542799405,5.46858902695754e-22,1160,0.10889545300886083,
y_pv,C2,log_median_household_income,0.4405598936257325,0.06424134232830994,6.988629586385921e-12,1160,0.1558442814168357,
y_pv,C2,pct_black,-0.10903097959023544,0.022715618904785698,1.5880488980441967e-06,1160,0.1558442814168357,
y_pv,C2,pct_hispanic,-0.05656577831904387,0.04441219110165648,0.2027859579992336,1160,0.1558442814168357,
y_pv,C2,pct_asian,-0.2158355799078136,0.026703587444828703,6.337764584243363e-16,1160,0.1558442814168357,
y_pv,C3,log_median_household_income,0.19510046515064017,0.06623565909181588,0.0032238073148799368,1160,0.20793292431979915,
y_pv,C3,pct_black,-0.05101271207393439,0.02143483601924426,0.017317455564619895,1160,0.20793292431979915,
y_pv,C3,pct_hispanic,0.07916037900106164,0.05273120585321717,0.1333024043510795,1160,0.20793292431979915,
y_pv,C3,pct_asian,-0.15547607101092628,0.025290973923111026,7.871745044284617e-10,1160,0.20793292431979915,
y_pv,C4,log_median_household_income,0.15921563418026222,0.06506777889753541,0.01440829103101764,1160,0.24269502724601733,
y_pv,C4,pct_black,-0.02535073350247586,0.022100835950807793,0.2513615248001081,1160,0.24269502724601733,
y_pv,C4,pct_hispanic,0.11870013889653816,0.05176432094581484,0.02184294388544537,1160,0.24269502724601733,
y_pv,C4,pct_asian,-0.1267634192498614,0.02575223682326278,8.547892317995977e-07,1160,0.24269502724601733,
y_pv,C5,log_median_household_income,0.1465035739413921,0.0900419890575999,0.10372469677969332,1160,0.4924327767559612,42.0
y_pv,C5,pct_black,-0.01389366030751936,0.01931074757787794,0.4718463805258376,1160,0.4924327767559612,42.0
y_pv,C5,pct_hispanic,0.03768544641098438,0.05668132062717388,0.5061366160317902,1160,0.4924327767559612,42.0
y_pv,C5,pct_asian,-0.0942811331826006,0.0365001693963065,0.009793602386500658,1160,0.4924327767559612,42.0
y_pv,O,log_median_household_income,0.11367893146574823,0.07443623211873858,0.12671156092457386,1160,0.6947920187141456,42.0
y_pv,O,pct_black,-0.01941627277202958,0.015997545979750078,0.22486108138987027,1160,0.6947920187141456,42.0
y_pv,O,pct_hispanic,-0.07336445540956654,0.04628218986867647,0.11293106921032929,1160,0.6947920187141456,42.0
y_pv,O,pct_asian,-0.11883785932524993,0.03157656341795423,0.00016756312903295025,1160,0.6947920187141456,42.0
y_storage,C1,log_median_household_income,0.25081791180348567,0.052361791999643026,1.6670310334587271e-06,1160,0.23724767372032673,
y_storage,C1,pct_black,-0.12475417352985449,0.022848487097061686,4.7596629857479157e-08,1160,0.23724767372032673,
y_storage,C1,pct_hispanic,-0.2302233863519713,0.034269476994919015,1.841973410000138e-11,1160,0.23724767372032673,
y_storage,C1,pct_asian,-0.3032407650796278,0.02678987391256038,1.0539262574652874e-29,1160,0.23724767372032673,
y_storage,C2,log_median_household_income,0.3698500350641156,0.06664474566975775,2.863643771030815e-08,1160,0.2435331535666636,
y_storage,C2,pct_black,-0.12796709222606212,0.022540530253353397,1.3691757570406096e-08,1160,0.2435331535666636,
y_storage,C2,pct_hispanic,-0.28903262826559606,0.04618751143280658,3.904233681543964e-10,1160,0.2435331535666636,
y_storage,C2,pct_asian,-0.29461745212184476,0.026812189885397627,4.355706149131964e-28,1160,0.2435331535666636,
y_storage,C3,log_median_household_income,0.045904656148483325,0.07163590557455528,0.5216492962135324,1160,0.32427343309391843,
y_storage,C3,pct_black,-0.06391121257276419,0.01966516360088668,0.0011541675357921847,1160,0.32427343309391843,
y_storage,C3,pct_hispanic,-0.1322138871901555,0.05002305799103292,0.008216074836979307,1160,0.32427343309391843,
y_storage,C3,pct_asian,-0.2219750017722285,0.02405022560515351,2.715348205088171e-20,1160,0.32427343309391843,
y_storage,C4,log_median_household_income,0.04465413500828888,0.0713937794265141,0.5316675232694213,1160,0.3313463073357483,
y_storage,C4,pct_black,-0.056103317985077304,0.019824261497346847,0.004654317573277844,1160,0.3313463073357483,
y_storage,C4,pct_hispanic,-0.1152963122164006,0.04992008024070561,0.020909316247077505,1160,0.3313463073357483,
y_storage,C4,pct_asian,-0.20780750923026675,0.02445156930151137,1.9166105476416478e-17,1160,0.3313463073357483,
y_storage,C5,log_median_household_income,0.10000718491138147,0.07120271466310021,0.16015759072307634,1160,0.4223826595897203,42.0
y_storage,C5,pct_black,-0.040903552418031563,0.01565980843725096,0.009001202166981801,1160,0.4223826595897203,42.0
y_storage,C5,pct_hispanic,-0.1321297169221579,0.05499805959246034,0.016285961387604003,1160,0.4223826595897203,42.0
y_storage,C5,pct_asian,-0.14155376520425073,0.032418030013039945,1.2624549725960773e-05,1160,0.4223826595897203,42.0
y_storage,O,log_median_household_income,0.09223293781779097,0.06918902893784523,0.18251301145993715,1160,0.44258388421092976,42.0
y_storage,O,pct_black,-0.046590534659873624,0.016496091167873747,0.004737841450621723,1160,0.44258388421092976,42.0
y_storage,O,pct_hispanic,-0.17748589964519335,0.050741456105083536,0.00046902840068792465,1160,0.44258388421092976,42.0
y_storage,O,pct_asian,-0.16020312671381193,0.03086080897272692,2.0899777139718216e-07,1160,0.44258388421092976,42.0
y_chargers,C1,log_median_household_income,0.07589043068067523,0.059256820417976204,0.20029775066300037,1160,0.07169320141380997,
y_chargers,C1,pct_black,-0.008411506108846738,0.034870270133625245,0.8093823982715422,1160,0.07169320141380997,
y_chargers,C1,pct_hispanic,-0.13570861068060386,0.038969094076387635,0.0004968151863629329,1160,0.07169320141380997,
y_chargers,C1,pct_asian,0.06976089475779784,0.03097203633560001,0.024298065550790768,1160,0.07169320141380997,
y_chargers,C2,log_median_household_income,-0.29800155634771885,0.07441500371129825,6.212521844527381e-05,1160,0.14560015830765005,
y_chargers,C2,pct_black,0.010735410447513354,0.0345837430975313,0.7562432378243628,1160,0.14560015830765005,
y_chargers,C2,pct_hispanic,0.14069849622486433,0.052119516205680554,0.006943629928888664,1160,0.14560015830765005,
y_chargers,C2,pct_asian,0.03973877259491797,0.02886555612382081,0.16860971764110488,1160,0.14560015830765005,
y_chargers,C3,log_median_household_income,0.0211439477355366,0.09405732201094659,0.8221360096061545,1160,0.20430601484228594,
y_chargers,C3,pct_black,-0.03461194635883204,0.03854285840733481,0.3691791935290425,1160,0.20430601484228594,
y_chargers,C3,pct_hispanic,-0.013981610027085,0.05173208269165422,0.7869528401803288,1160,0.20430601484228594,
y_chargers,C3,pct_asian,-0.023707478217492743,0.02824226823206978,0.4012266448399864,1160,0.20430601484228594,
y_chargers,C4,log_median_household_income,0.018992208769708294,0.09675172839110308,0.8443766193937917,1160,0.204370184309698,
y_chargers,C4,pct_black,-0.03341674095258293,0.03894292758022683,0.39083987320997127,1160,0.204370184309698,
y_chargers,C4,pct_hispanic,-0.01176440567186961,0.05370946585459477,0.8266205672307132,1160,0.204370184309698,
y_chargers,C4,pct_asian,-0.02264085011136239,0.02864065597761939,0.4292274335028151,1160,0.204370184309698,
y_chargers,C5,log_median_household_income,0.06805411539294916,0.10596489925805917,0.5207221529147021,1160,0.26838424803522754,42.0
y_chargers,C5,pct_black,-0.012060209016516766,0.032833767576140975,0.7133869359744018,1160,0.26838424803522754,42.0
y_chargers,C5,pct_hispanic,-0.05335786431325522,0.09635866824779972,0.579755266263259,1160,0.26838424803522754,42.0
y_chargers,C5,pct_asian,0.01938745759800692,0.05038353977800442,0.7003874889885588,1160,0.26838424803522754,42.0
y_chargers,O,log_median_household_income,0.011553655260026024,0.10447507522017566,0.9119433245252502,1160,0.36872153605568614,42.0
y_chargers,O,pct_black,-0.010159399661296252,0.031153351572823784,0.7443416126884839,1160,0.36872153605568614,42.0
y_chargers,O,pct_hispanic,-0.05518964657068701,0.09402496305317472,0.5572251837768472,1160,0.36872153605568614,42.0
y_chargers,O,pct_asian,0.06313756034767284,0.05005737799571516,0.20719941794794716,1160,0.36872153605568614,42.0
y_level2_chargers,C1,log_median_household_income,0.10742116295446438,0.05865517052123831,0.06704064857843718,1160,0.1121204620363132,
y_level2_chargers,C1,pct_black,-0.00017490579764447775,0.03695978894004075,0.9962241636477456,1160,0.1121204620363132,
y_level2_chargers,C1,pct_hispanic,-0.17870255016092818,0.03557978084093065,5.098005111184114e-07,1160,0.1121204620363132,
y_level2_chargers,C1,pct_asian,0.060432559681772705,0.03304484700674354,0.06742892432185348,1160,0.1121204620363132,
y_level2_chargers,C2,log_median_household_income,-0.3426823642066136,0.07397390842772927,3.61318025209131e-06,1160,0.2079678356865141,
y_level2_chargers,C2,pct_black,0.019182539010664114,0.036766187835806076,0.6018485639154525,1160,0.2079678356865141,
y_level2_chargers,C2,pct_hispanic,0.1166609258503495,0.0429279727400046,0.006575789620099391,1160,0.2079678356865141,
y_level2_chargers,C2,pct_asian,0.025487902156862537,0.03097425895059398,0.41057983683597044,1160,0.2079678356865141,
y_level2_chargers,C3,log_median_household_income,-0.07031608376827402,0.094994107493736,0.45916941645735543,1160,0.25435922741639205,
y_level2_chargers,C3,pct_black,-0.018401674260586764,0.0406440980211417,0.6507277278897117,1160,0.25435922741639205,
y_level2_chargers,C3,pct_hispanic,7.785505434235174e-05,0.04530032747426146,0.9986287226004072,1160,0.25435922741639205,
y_level2_chargers,C3,pct_asian,-0.02817814525408288,0.030059294129372513,0.3485432114008328,1160,0.25435922741639205,
y_level2_chargers,C4,log_median_household_income,-0.08033039241595537,0.09721288629347646,0.4086141893331009,1160,0.25506236557169737,
y_level2_chargers,C4,pct_black,-0.014430048678126433,0.04100565232422706,0.7249103397059902,1160,0.25506236557169737,
y_level2_chargers,C4,pct_hispanic,0.006901328833213174,0.04681954955864258,0.8828141607636946,1160,0.25506236557169737,
y_level2_chargers,C4,pct_asian,-0.0262439973791865,0.030420725516235484,0.38830175488933116,1160,0.25506236557169737,
y_level2_chargers,C5,log_median_household_income,-0.013666452803465595,0.11027995433212709,0.9013745904444824,1160,0.32337132583042927,42.0
y_level2_chargers,C5,pct_black,0.02355861322541055,0.02330945179835913,0.3121651659367364,1160,0.32337132583042927,42.0
y_level2_chargers,C5,pct_hispanic,-0.017519150275976975,0.06875597300151981,0.7988761333387817,1160,0.32337132583042927,42.0
y_level2_chargers,C5,pct_asian,0.022819147561852764,0.05377703750572391,0.6713260143905528,1160,0.32337132583042927,42.0
y_level2_chargers,O,log_median_household_income,-0.05402409533870544,0.1081412518101934,0.6173780804333646,1160,0.4017315684047369,42.0
y_level2_chargers,O,pct_black,0.0317362472048839,0.018417548433738624,0.08486092562456313,1160,0.4017315684047369,42.0
y_level2_chargers,O,pct_hispanic,-0.01237945296504947,0.06469197436445678,0.8482435956442838,1160,0.4017315684047369,42.0
y_level2_chargers,O,pct_asian,0.06599839106587455,0.05439072553810764,0.22497211575958675,1160,0.4017315684047369,42.0
y_dc_fast_chargers,C1,log_median_household_income,0.04250038057414182,0.058025829633538625,0.4639006625892296,1160,0.005174713515549101,
y_dc_fast_chargers,C1,pct_black,-0.02819579743532933,0.02487973558414721,0.2570951575694863,1160,0.005174713515549101,
y_dc_fast_chargers,C1,pct_hispanic,0.004065637733759897,0.04491360042033187,0.9278729643077722,1160,0.005174713515549101,
y_dc_fast_chargers,C1,pct_asian,0.04359279393630111,0.024300977597145397,0.0728339257135728,1160,0.005174713515549101,
y_dc_fast_chargers,C2,log_median_household_income,-0.0035734863826533576,0.07555743448365594,0.9622781392199394,1160,0.020529911602921058,
y_dc_fast_chargers,C2,pct_black,-0.018378907738332877,0.024081016232074204,0.4453372908497105,1160,0.020529911602921058,
y_dc_fast_chargers,C2,pct_hispanic,0.1136345216216372,0.06711965058179882,0.09045276408965376,1160,0.020529911602921058,
y_dc_fast_chargers,C2,pct_asian,0.03747565087436618,0.024242202201267667,0.12213240234711349,1160,0.020529911602921058,
y_dc_fast_chargers,C3,log_median_household_income,0.2864059567620455,0.09343982706164482,0.002175696437730199,1160,0.06748101207254431,
y_dc_fast_chargers,C3,pct_black,-0.0575062786601267,0.024657749311280806,0.019691290245564635,1160,0.06748101207254431,
y_dc_fast_chargers,C3,pct_hispanic,-0.044741068493682826,0.06361963767930007,0.4818944965390396,1160,0.06748101207254431,
y_dc_fast_chargers,C3,pct_asian,-0.01916155657676342,0.024922356090278163,0.44198228881772794,1160,0.06748101207254431,
y_dc_fast_chargers,C4,log_median_household_income,0.30549199411633876,0.09626031455083527,0.0015055962652656704,1160,0.06972542111291247,
y_dc_fast_chargers,C4,pct_black,-0.06271168190960787,0.024577757361814164,0.01072411141226827,1160,0.06972542111291247,
y_dc_fast_chargers,C4,pct_hispanic,-0.05255162829154642,0.06610428341296833,0.4266247396491054,1160,0.06972542111291247,
y_dc_fast_chargers,C4,pct_asian,-0.018345397567243755,0.02534947273231622,0.4692503170801756,1160,0.06972542111291247,
y_dc_fast_chargers,C5,log_median_household_income,0.3162911271387534,0.09535211469073437,0.0009096174103308464,1160,0.10450645034191086,42.0
y_dc_fast_chargers,C5,pct_black,-0.09030798612271514,0.0357189233814497,0.011461790225164125,1160,0.10450645034191086,42.0
y_dc_fast_chargers,C5,pct_hispanic,-0.12146387241896843,0.11897865404286585,0.3073075359878641,1160,0.10450645034191086,42.0
y_dc_fast_chargers,C5,pct_asian,-0.008308271214298378,0.03209210275808511,0.7957213948023648,1160,0.10450645034191086,42.0
y_dc_fast_chargers,O,log_median_household_income,0.25721197668715146,0.0981070727660968,0.008748020700730148,1160,0.192045213999526,42.0
y_dc_fast_chargers,O,pct_black,-0.0973226680665543,0.036831256653151685,0.008232238436412052,1160,0.192045213999526,42.0
y_dc_fast_chargers,O,pct_hispanic,-0.14786010867243082,0.11680486351948367,0.2055585982330309,1160,0.192045213999526,42.0
y_dc_fast_chargers,O,pct_asian,0.014406639496534385,0.02946555468456954,0.6248901541376047,1160,0.192045213999526,42.0
