OBJECTID,CECPlantID,PlantName,Retired Plant,Operator Company,County,Capacity_Latest,Units,PriEnergySource,StartDate,CEC_Jurisdictional,x,y
3465,G0627,Dome Lease Project,0,Sentinel Peak Resources California LLC,Kern,6,"T1, T2",NG,8/1/1998 12:00:00 AM,0,-119.583090022,35.2207845460001
3466,G0775,Elk Hills CoGeneration,0,Elk Hills Power LLC,Kern,46.6,"1, 2",NG,11/1/1994 12:00:00 AM,0,-119.470566115,35.2786297050001
3467,G0781,La Paloma Generating,0,La Paloma Generating Co LLC,Kern,1200,"Gen-1, Gen-2, Gen-3, Gen-4",NG,1/6/2003 12:00:00 AM,1,-119.592197855,35.2956286090001
3468,G0784,Sunrise Power,0,Sunrise Power Company LLC,Kern,572,"ST, X718, X718-719, X719",NG,5/1/2003 12:00:00 AM,1,-119.584094815,35.2104553130001
3469,G0799,Elk Hills Power  LLC,0,Elk Hills Power LLC,Kern,567,"CTG1, CTG2, STG",NG,7/1/2003 12:00:00 AM,1,-119.470070845,35.280460991
3470,S9416,Pumpjack Solar 1 PV,0,Deriva Energy,Kern,20,1,SUN,12/23/2014 12:00:00 AM,0,-119.596147078,35.237293761
3471,S0551,Castor Solar Project,0,Green Light Energy Corporation,Kern,1.5,Unit 1,SUN,4/2/2016 12:00:00 AM,0,-119.387245524,35.2110390890001
3472,S9067,Inergy Propoane LLC,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.303591239,35.3028446020001
3473,S9195,Ignite Solar LLC_(Alkali Gardner A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.425009093,35.1490758100001
3474,S0525,Algonquin Power SKIC 20 Solar LLC,0,Algonquin Power Sanger LLC,Kern,20,PV,SUN,5/15/2015 12:00:00 AM,0,-119.238469546,35.130240169
3475,S9208,South Kern Solar 1 (1) (SKIC 2012 PV RFO - 1),0,Not Available,Kern,10,Unit 1,SUN,12/31/2016 12:00:00 AM,0,-119.249613084,35.1282807760001
3476,E0257,ABEC Bidart-Old River LLC,0,California Bioenergy LLC,Kern,3.6,1,OBG,3/10/2014 12:00:00 AM,0,-119.108629977,35.188445802
3477,E0306,Carlos Echeverria and Sons Dairy Biogas,0,California Bioenergy LLC,Kern,1,Unit 1,OBG,2/13/2018 12:00:00 AM,0,-119.116409561,35.173056864
3478,E0308,Lakeview Farms LLC,0,California Bioenergy LLC,Kern,1,Unit 1,OBG,2/13/2018 12:00:00 AM,0,-119.202921498,35.214295727
3479,G1073,Kern Oil & Refining Bakersfield Refinery,0,Kern Energy,Kern,4.5,58100,NG,10/1/2002 12:00:00 AM,0,-118.918305255,35.2955390070001
3480,S0316,Old River One LLC,0,Onward Energy,Kern,20,1,SUN,12/17/2014 12:00:00 AM,0,-119.08512758,35.220557435
3481,S9193,KDW Solar 1  LLC  (KDW Solar 1 ),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2012 12:00:00 AM,0,-118.988452706,35.3149542090001
3482,S9199,KDW Solar 2  LLC,0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-118.929075446,35.2828450740001
3483,S0306,Orion 1 Solar,0,Longroad Energy,Kern,12,1,SUN,4/1/2014 12:00:00 AM,0,-118.888702023,35.1453629960001
3484,S0321,Regulus Solar,0,Not Available,Kern,60,1,SUN,10/31/2014 12:00:00 AM,0,-118.847535082,35.3075945410001
3485,S0431,Redcrest Solar Farm,0,S-Power (Sustainable Power Group),Kern,16.66,Unit 1,SUN,8/1/2015 12:00:00 AM,0,-118.809412764,35.3155460460001
3486,S9080,Vaquero Energy Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.816975406,35.317614496
3487,S9087,Grimmway Enterprises  Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.869965346,35.245640108
3488,S9088,Grimmway Enterprises  Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.869980917,35.247199998
3489,S9091,Grimmway Enterprises Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.859404873,35.2612059410001
3490,S9204,Kern River (Bena B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.875580528,35.303728124
3491,S9160,Pine Tree Solar Project,0,Los Angeles Department of Water & Power (LADWP),Kern,8.5,1,SUN,3/15/2013 12:00:00 AM,0,-118.194258464,35.229303773
3492,W0289,Sky River Partnership (ESI Energy  Inc - 6065),0,Not Available,Kern,70.65,WPRS 1,WND,12/11/2012 12:00:00 AM,0,-118.246014801,35.263623393
3493,W0368,Pine Tree Wind Power Plant,0,Los Angeles Department of Water & Power (LADWP),Kern,135,WPRS 1,WND,7/1/2009 12:00:00 AM,0,-118.179879461,35.247049485
3494,S0587,Beacon Solar 1,0,S-Power (Sustainable Power Group),Kern,56,Unit 1,SUN,4/28/2017 12:00:00 AM,0,-118.014431746,35.2694389970001
3495,S0530,RE Barren Ridge 1,0,Recurrent Energy LLC,Kern,60,Unit 1,SUN,4/19/2016 12:00:00 AM,0,-118.068716544,35.2053260430001
3496,S0554,Beacon 3,0,S-Power (Sustainable Power Group),Kern,60,Unit 1,SUN,12/30/2016 12:00:00 AM,0,-118.026695295,35.252010985
3497,S0555,Beacon 4,0,S-Power (Sustainable Power Group),Kern,50,Unit 1,SUN,12/5/2016 12:00:00 AM,0,-118.036113006,35.2478856390001
3498,S0603,Springbok Solar Farm 1,0,62SK 8MW LLC,Kern,105,Unit 1,SUN,4/11/2016 12:00:00 AM,0,-117.959979527,35.2506841480001
3499,S0604,Springbok Solar Farm 2,0,62SK 8MW LLC,Kern,155,Unit 1,SUN,9/6/2016 12:00:00 AM,0,-117.9830641,35.250214649
3500,S0637,Beacon 2,0,CD Arevon USA Inc.,Kern,45,Unit 1,SUN,12/29/2017 12:00:00 AM,0,-118.036314006,35.2547736940001
3501,S0638,Beacon 5,0,CD Arevon USA Inc.,Kern,36,Unit 1,SUN,12/29/2017 12:00:00 AM,0,-118.037380347,35.253508734
3502,S0690,Springbok 3,0,CD Arevon USA Inc.,Kern,119.6,Unit 1,SUN,7/19/2019 12:00:00 AM,0,-117.959868562,35.243269061
3503,C0024,Mohave Generating Station (Nevada) - Retired December 2005,1,Southern California Edison (SCE),Clark,1636.2,"Unit 1, Unit 2",SUB,1/1/1971 12:00:00 AM,0,-114.595927061,35.1330114400001
3504,S9297,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2103_Hill),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.856920856,35.381918619
3505,G0371,Morro Bay Power Plant (Retired Feb 05 2014),1,LSP Morro Bay LLC,San Luis Obispo,912,"1, 2, 3, 4",NG,7/1/1956 12:00:00 AM,0,-120.856969959,35.3719456740001
3506,S9296,Pristine Sun Fund 1  LLC_(2059_Scherz),0,Not Available,San Luis Obispo,0.75,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.499092428,35.480449526
3507,S0245,Topaz Solar Farms LLC,0,Topaz Solar Farms LLC,San Luis Obispo,550,Topaz 1,SUN,9/1/2013 12:00:00 AM,0,-120.061929584,35.376170255
3508,S0240,California Valley Solar Ranch,0,Clearway Energy,San Luis Obispo,250,"1A, 1B",SUN,9/15/2012 12:00:00 AM,0,-119.925272401,35.3437772680001
3509,G0102,Cymric Cogeneration Plants,0,Chevron North America Exploration and Production,Kern,21.04,"31X:TG1, 31X:TG2, 36W:Gen1, 36W:Gen2, 36W:Gen3, 36W:Gen4, 6Z:TG1, 6Z:TG2",NG,10/1/1988 12:00:00 AM,0,-119.68033411,35.3746337330001
3510,G0516,South Belridge Cogen Facility,0,Aera Energy LLC,Kern,60,"1, 2, 3, A, B, C",NG,12/1/1985 12:00:00 AM,0,-119.733508361,35.4483693450001
3511,G0644,Wellport Lease Project,0,Sentinel Peak Resources California LLC,Kern,3.8,1,NG,3/1/1990 12:00:00 AM,0,-119.66168243,35.3545441410001
3512,S0547,Rio Bravo Solar II (PMPJCK),0,Deriva Energy,Kern,20,PV1,SUN,12/29/2016 12:00:00 AM,0,-119.62690131,35.4165481650001
3513,S0565,Rio Bravo Solar I LLC (Pumpjack Solar2),0,Deriva Energy,Kern,20,Unit 1,SUN,12/21/2016 12:00:00 AM,0,-119.63851705,35.41623292
3514,E0309,West-Star North Dairy,0,California Bioenergy LLC,Kern,1,Unit 1,OBG,2/13/2018 12:00:00 AM,0,-119.432863492,35.4721594160001
3515,G0216,Frito-Lay (Kern Plant),0,Frito-Lay Inc,Kern,6.05,GEN1,NG,3/1/1986 12:00:00 AM,0,-119.321521396,35.395249619
3516,S0330,Shafter Solar LLC,0,NextEra Energy Resources LLC,Kern,20,1,SUN,6/3/2015 12:00:00 AM,0,-119.126866276,35.4504790500001
3517,S9027,CSU Bakersfield,0,Silicon Ranch Corporation,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.104013249,35.3466474580001
3518,G0409,Oildale (Retired 1/05/2016),1,Oildale Energy LLC,Kern,40,ODC1,NG,6/7/1985 12:00:00 AM,0,-119.008290037,35.419007003
3519,G0556,Weir Cogeneration Plant (shutdown) - Retired December 2006,1,Aera Energy LLC,Kern,3.5,1,NG,6/19/1988 12:00:00 AM,0,-118.964461511,35.4204892670001
3520,G0595,A Fee Cogeneration Plant - Retired 2011,1,Chevron North America Exploration and Production,Kern,7.46,"GEN1, GEN2",NG,6/1/1986 12:00:00 AM,0,-119.003528881,35.454846295
3521,G0596,B Fee Cogeneration Plant - Retired 2011,1,Chevron North America Exploration and Production,Kern,3.73,GEN1,NG,5/1/1987 12:00:00 AM,0,-119.002584336,35.454846477
3522,G0597,C Fee Cogeneration Plant - Retired 2011,1,Chevron North America Exploration and Production,Kern,8.48,"GEN1, GEN2",NG,2/1/1987 12:00:00 AM,0,-119.002106559,35.4548820910001
3523,S0642,Bakersfield Industrial 1,0,Not Available,Kern,1,Unit 1,SUN,12/27/2017 12:00:00 AM,0,-118.993147063,35.329978372
3524,S0643,Bakersfield Solar 1,0,Not Available,San Joaquin,5.3,Unit 1,SUN,12/26/2017 12:00:00 AM,0,-118.978463815,35.3264900710001
3525,S9045,College District Kern Community,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-118.968904082,35.4117013200001
3526,S9079,County of Kern,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.014767002,35.371523703
3527,S9106,Kern County Water Agency,0,Not Available,Kern,1.1,1,SUN,1/1/2012 12:00:00 AM,0,-119.039297734,35.4029416440001
3528,S9152,Kern County Water Agency,0,Not Available,Kern,4.1,1,SUN,1/1/2012 12:00:00 AM,0,-119.038043013,35.403032792
3529,S9209,Tehachapi (Oswell B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-119.073860699,35.4059727110001
3530,G0040,Badger Creek Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,4/19/1991 12:00:00 AM,0,-119.029899152,35.483717782
3531,G0103,Kern River Eastridge Cogeneration Plant,0,Chevron North America Exploration and Production,Kern,48.8,"101A, 101B",NG,6/1/1988 12:00:00 AM,0,-118.961362838,35.4406028600001
3532,G0173,Western Power and Steam  Inc. (DAI Oildale),0,Grade 6 Oil LLC,Kern,22.22,"CTG, STG",NG,3/1/1990 12:00:00 AM,0,-119.01275468,35.440713391
3533,G0176,Double C,0,WCAC Operating Company,Kern,48,"Unit 1, Unit 2",NG,3/20/1989 12:00:00 AM,0,-119.046065228,35.500497136
3534,G0258,High Sierra,0,WCAC Operating Company,Kern,48,"Unit 1, Unit 2",NG,3/27/1989 12:00:00 AM,0,-119.040135839,35.515610489
3535,G0292,Kern Front,0,WCAC Operating Company,Kern,48,"Unit 1, Unit 2",NG,5/28/1989 12:00:00 AM,0,-119.0306077,35.509210394
3536,G0293,Kern River Cogeneration Co,0,Kern River Cogeneration Facility,Kern,300,"UNIT 1, UNIT 2, UNIT 3, UNIT 4",NG,5/1/1985 12:00:00 AM,1,-118.984931353,35.4517553650001
3537,G0315,Live Oak Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,4/1/1992 12:00:00 AM,0,-119.008967726,35.496168563
3538,G0428,Bear Mountain Cogen,0,WCAC Operating Company,Kern,47,LM5000,NG,4/24/1995 12:00:00 AM,0,-118.926543442,35.419143822
3539,G0558,Southeast Kern River Cogen,0,Chevron North America Exploration and Production,Kern,27.6,"Unit 1, Unit 2, Unit 3",NG,2/1/1989 12:00:00 AM,0,-119.078443393,35.374102834
3540,G0590,Sycamore Cogeneration Co,0,Sycamore Cogeneration Facility,Kern,300,"UNIT 1, UNIT 2, UNIT 3, UNIT 4",NG,11/25/1987 12:00:00 AM,1,-119.002808697,35.4550677450001
3541,H0267,Kern Canyon,0,"Kern and Tule Hydro, LLC",Kern,11.5,Unit 596,WAT,8/8/1921 12:00:00 AM,0,-118.796516219,35.440740175
3542,H0268,Kern River 1,0,Southern California Edison (SCE),Kern,24.8,UNIT 1,WAT,5/1/1907 12:00:00 AM,0,-118.779427023,35.460253155
3543,H0367,Rio Bravo Hydroelectric,0,Olcese Water District,Kern,14,2-Jan,WAT,5/1/1989 12:00:00 AM,0,-118.822298512,35.430042348
3544,S0427,Hayworth Solar Farm,0,S-Power (Sustainable Power Group),Kern,26.66,Unit 1,SUN,11/1/2015 12:00:00 AM,0,-118.877110644,35.327311964
3545,S0445,Woodmere Solar Farm,0,S-Power (Sustainable Power Group),Kern,14.99,Unit 1,SUN,12/22/2015 12:00:00 AM,0,-118.823938974,35.3235155260001
3546,S0652,Redwood Solar Farm 4,0,Not Available,Kern,20,Unit 1,SUN,1/6/2018 12:00:00 AM,0,-118.812620209,35.323723774
3547,S9200,Agua Caliente (Bena A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-118.745875619,35.3273410370001
3548,W0414,"North Sky River, LLC",0,North Sky River Energy LLC,Kern,162,WPRS 1,WND,12/24/2012 12:00:00 AM,0,-118.180463389,35.3502841010001
3549,S9292,Ecos Energy   LLC_(Vintner Solar Project),0,Not Available,San Luis Obispo,1.5,Unit 1,SUN,3/5/2014 12:00:00 AM,0,-120.681375155,35.55777117
3550,S9295,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2163_Bray),0,Not Available,San Luis Obispo,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.684746017,35.6142327630001
3551,S9298,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2050_Gomez),0,Not Available,San Luis Obispo,0.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.645771862,35.6915712810001
3552,S0162,Meridian (Paso Robles Solar  LLC),0,X-Elio North America Inc.,San Luis Obispo,1.14,1,SUN,11/29/2010 12:00:00 AM,0,-120.568112799,35.6712046430001
3553,S9294,Pristine Sun Fund 1  LLC_(2056_Jardine),0,Not Available,San Luis Obispo,1,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.596180484,35.656332816
3554,S0689,California Flats 150,0,CD Arevon USA Inc.,San Luis Obispo,150,Unit 1,SUN,3/5/2019 12:00:00 AM,0,-120.343855771,35.683585803
3555,S0339,Blackwell Solar,0,Blackwell Solar LLC,Kern,12,BWS1,SUN,4/17/2015 12:00:00 AM,0,-119.857302989,35.616832855
3556,S0340,Lost Hills Solar,0,Lost Hills Solar LLC,Kern,21.28,LHS1,SUN,4/17/2015 12:00:00 AM,0,-119.85576234,35.625538292
3557,S9011,Paramount Farms Inc.,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.891580074,35.6542155600001
3558,S0688,"CED Lost Hills Solar, LLC",0,RWE Clean Energy,Kern,20,Unit 1,SUN,2/5/2019 12:00:00 AM,0,-119.844953453,35.610009759
3559,S9177,Nickel 1 (""NLH1""),0,Not Available,Kern,1.5,Unit 1,SUN,3/1/2013 12:00:00 AM,0,-119.716082255,35.6474999070001
3560,G0599,Lost Hills Cogeneration Plant,0,Aera Energy LLC,Kern,9,"4, 5, 6",NG,10/1/1985 12:00:00 AM,0,-119.767123936,35.6656924320001
3561,S0718,Chevron - Lost Hills Hybrid,0,"Solar Star Lost Hills, LLC",Kern,29.75,Unit 1,SUN,4/16/2020 12:00:00 AM,0,-119.70232357,35.6076359090001
3562,S0327,Wildwood Solar I,0,Deriva Energy,Kern,20,WLD1,SUN,2/18/2015 12:00:00 AM,0,-119.568725845,35.618822998
3563,S0331,Cottonwood Goose Lake LLC,0,Onward Energy,Kern,12,1,SUN,4/28/2015 12:00:00 AM,0,-119.57593858,35.5919091280001
3564,S0546,Wildwood Solar II,0,Deriva Energy,Kern,15,PV1,SUN,1/11/2017 12:00:00 AM,0,-119.577858207,35.6324636850001
3565,G0592,South Generator,0,Semitropic Water Storage District,Kern,2,"1, 2",NG,9/1/1993 12:00:00 AM,0,-119.545511465,35.5381894990001
3566,G0593,North Generator,0,Semitropic Water Storage District,Kern,2,"1, 2",NG,9/1/1993 12:00:00 AM,0,-119.544384981,35.579058144
3567,S9044,Primex Farms LLC,0,Not Available,Kern,1,1,SUN,1/1/2012 12:00:00 AM,0,-119.437847538,35.56830655
3568,S9165,CA Dept of Correctionns WASCO (WSP),0,Not Available,Kern,2,1,SUN,1/1/2013 12:00:00 AM,0,-119.406569214,35.5906114210001
3569,S9198,Ignite Solar LLC_(Merced Ave C),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.359522275,35.5237307250001
3570,S9207,Sequoia (Bena C),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2014 12:00:00 AM,0,-119.450316684,35.5568939250001
3571,S9196,Ignite Solar LLC_(Merced Ave A),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.14914371,35.5471508110001
3572,S9197,Ignite Solar LLC_(Merced Ave B),0,Not Available,Kern,1.5,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-119.149803666,35.5471431400001
3573,E0232,Mt. Poso Cogeneration,0,Mt Poso Cogeneration Co,Kern,44,412585,WDS,11/1/2011 12:00:00 AM,0,-118.985452069,35.631406197
3574,C0016,Mt. Poso Cogeneration - Retired November 2011,1,Mt Poso Cogeneration Co,Kern,63.6,S/N 412585,BIT,9/1/1988 12:00:00 AM,0,-119.005989175,35.576473935
3575,C0022,Rio Bravo Poso (Retired 2/12/2015),1,IHI Power Services Corp,Kern,33,1,BIT,9/1/1989 12:00:00 AM,0,-119.075220227,35.5472819730001
3576,H0048,Borel,0,Southern California Edison (SCE),Kern,11,1,WAT,12/1/1904 12:00:00 AM,0,-118.524501335,35.587949445
3577,H0094,Isabella,0,Isabella Partners,Kern,13.9,"GEN1, GEN2",WAT,1/1/1990 12:00:00 AM,0,-118.481906035,35.644109585
3578,S0297,Naval Air Weapons Station China Lake,0,MN8 Energy,Kern,13.78,Unit 1,SUN,9/17/2012 12:00:00 AM,0,-117.654373869,35.6352686380001
3579,S0078,Ivanpah I (Solar Partners II),0,Solar Partners I II VIII LLC,San Bernardino,126,Ivanpah 1,SUN,12/30/2013 12:00:00 AM,1,-115.451703031,35.535437519
3580,S0079,Ivanpah II (Solar Partners I),0,Solar Partners I II VIII LLC,San Bernardino,133,Ivanpah 2,SUN,12/31/2013 12:00:00 AM,1,-115.482945192,35.57551597
3581,S0080,Ivanpah III (Solar Partners VIII),0,Solar Partners I II VIII LLC,San Bernardino,133,Ivanpah 3,SUN,12/31/2013 12:00:00 AM,1,-115.470211035,35.5568825300001
3582,S0436,Silver State Power South (NV),0,"Silver State Solar Power South, LLC",Clark,250,Unit 1,SUN,10/1/2015 12:00:00 AM,0,-115.349814155,35.6241707930001
3583,S0457,Desert Stateline Solar Facility,0,"Desert Stateline Solar, LLC",San Bernardino,299.99,SLS1,SUN,12/10/2015 12:00:00 AM,0,-115.426955992,35.591157191
3584,H0341,Nacimiento Hydro Project,0,Monterey County Water Resources Agency,San Luis Obispo,4.36,"1, 2",WAT,7/1/1987 12:00:00 AM,0,-120.883265524,35.7985788300001
3585,S9054,San Miguel Winery,0,Not Available,San Luis Obispo,1,1,SUN,1/1/2012 12:00:00 AM,0,-120.696895423,35.762443782
3586,S9299,Pristine Sun Fund 7 San Luis Obispo PGE LLC_(2053_Pisciotta),0,Not Available,San Luis Obispo,0.25,Unit 1,SUN,12/31/2013 12:00:00 AM,0,-120.734592953,35.795266871
3587,S0636,California Flats North,0,CD Arevon USA Inc.,Monterey,130,Unit 1,SUN,11/29/2017 12:00:00 AM,0,-120.338440098,35.8740900760001
3588,S0434,Coronal Lost Hills Solar,0,CD Arevon USA Inc.,Kern,20,Unit 1,SUN,5/18/2015 12:00:00 AM,0,-119.906096865,35.7287587640001
3589,S0404,Morelos Solar Facility,0,Morelos Solar LLC,Kern,15,MRLS,SUN,12/2/2015 12:00:00 AM,0,-119.820654362,35.7364415380001
3590,G1049,Delano Energy Center  LLC,0,Wellhead Power Delano LLC,Tulare,49.9,1,NG,1/16/2013 12:00:00 AM,0,-119.294486294,35.7907794750001
3591,S0246,Alpaugh 50  LLC,0,RWE Clean Energy,Tulare,50,1,SUN,3/1/2013 12:00:00 AM,0,-119.439413157,35.8951299840001
3592,S0247,Alpaugh North  LLC,0,RWE Clean Energy,Tulare,20,1,SUN,2/20/2013 12:00:00 AM,0,-119.437353631,35.9019700000001
3593,S0320,White River Solar 2  LLC (White River West),0,RWE Clean Energy,Tulare,19.8,1,SUN,9/17/2014 12:00:00 AM,0,-119.462152191,35.8747768310001
3594,S0323,Atwell Island PV Solar Generating Facility,0,Not Available,Tulare,20,Unit 1,SUN,3/1/2013 12:00:00 AM,0,-119.452756788,35.8785907500001
3595,S0336,Atwell Island West LLC CED,0,RWE Clean Energy,Tulare,19.8,1,SUN,6/25/2015 12:00:00 AM,0,-119.459697401,35.8154683930001
3596,S0359,North Kern State Prison II,0,Not Available,Kern,4,1,SUN,9/28/2012 12:00:00 AM,0,-119.308987074,35.777487964
3597,S0358,North Kern State Prison,0,Silicon Ranch Corporation,Kern,0.99,1,SUN,12/22/2011 12:00:00 AM,0,-119.226519554,35.7755860190001
3598,S0648,Delano Land 1,0,Not Available,Kern,1,Unit 1,SUN,12/28/2017 12:00:00 AM,0,-119.244559193,35.739120057
3599,E0029,Covanta Delano  Inc,0,Clean Energy Systems,Kern,58,"Delano 1, Delano 2",WDS,12/1/1989 12:00:00 AM,0,-119.234495983,35.719119236
3600,S0579,Ducor Solar 1,0,RWE Clean Energy,Tulare,20,Unit 1,SUN,11/30/2016 12:00:00 AM,0,-119.06839967,35.8562707240001
3601,S0580,Ducor Solar 2,0,RWE Clean Energy,Tulare,20,Unit 1,SUN,11/30/2016 12:00:00 AM,0,-119.067890289,35.845723461
3602,S0581,Ducor Solar 3,0,RWE Clean Energy,Tulare,15,Unit 1,SUN,12/1/2016 12:00:00 AM,0,-119.056979763,35.8453727890001
3603,S0582,Ducor Solar 4,0,RWE Clean Energy,Tulare,20,Unit 1,SUN,12/1/2016 12:00:00 AM,0,-119.026979235,35.850398193
3604,S0538,Nicolis,0,CD Arevon USA Inc.,Tulare,20,Unit 1,SUN,9/15/2016 12:00:00 AM,0,-119.049325969,35.8312036570001
3605,S0539,Tropico,0,Coronal Group LLC,Tulare,14,Unit 1,SUN,9/14/2016 12:00:00 AM,0,-119.037452697,35.8240578200001
3606,C0018,Rio Bravo Jasmin (Retired 1/20/2016),1,IHI Power Services Corp,Kern,33,Unit 1,BIT,9/1/1989 12:00:00 AM,0,-119.051288591,35.7415175400001
3607,H0269,Kern River 3,0,Southern California Edison (SCE),Kern,36.8,UNIT 1,WAT,3/1/1921 12:00:00 AM,0,-118.436203224,35.776134638
3608,C0017,Argus Cogen Plant,0,Searles Valley Minerals,San Bernardino,62.5,"TG #5, TG #8, TG #9",BIT,12/1/1947 12:00:00 AM,0,-117.383743029,35.765562292
3609,C0001,ACE Cogeneration (ACE is Argus Cogen Expansion - Retired),1,ACE Cogeneration Co,San Bernardino,108,GEN 1,PC,12/1/1990 12:00:00 AM,0,-117.378497583,35.7637751030001
3610,G0396,Westend Facility,0,Searles Valley Minerals,San Bernardino,20,PINA,NG,6/1/1968 12:00:00 AM,0,-117.377158954,35.761830988
3611,G1040,Desert Star Energy Center (NV),0,San Diego Gas & Electric - Desert Star,Clark,536,"ED01, ED02, ED03",NG,5/4/2000 12:00:00 AM,0,-114.994140666,35.788432669
3612,S0243,Copper Mountain I (NV),0,Copper Mountain Solar,Clark,58,"CM10, CM48",SUN,6/28/2012 12:00:00 AM,0,-114.992740865,35.7818219230001
3613,S0244,Copper Mountain II (NV),0,Copper Mountain Solar,Clark,94.5,CMS2,SUN,6/28/2012 12:00:00 AM,0,-114.976500109,35.801603093
3614,S0295,Copper Mountain III (NV),0,Copper Mountain Solar,Clark,255,CMS3,SUN,5/12/2014 12:00:00 AM,0,-114.95790023,35.8894137390001
3615,S0540,Copper Mountain Solar 4 (NV),0,Copper Mountain Solar,Clark,93.6,CMS4,SUN,10/1/2016 12:00:00 AM,0,-114.967187363,35.802610767
3616,S9161,Fort Hunter Liggett Dept of Army,0,Not Available,Monterey,2,1,SUN,1/1/2013 12:00:00 AM,0,-121.233226082,35.9982099100001
3617,G0547,Sargent Canyon Cogeneration (retired 3/31/2017),1,Sargent Canyon Cogeneration Co,Monterey,38.2,18C052,NG,1/1/1992 12:00:00 AM,0,-120.840527579,35.9359830160001
3618,G0520,Salinas River Cogeneration,0,Salinas River Cogeneration Facility,Monterey,38.9,18C053,NG,1/1/1992 12:00:00 AM,0,-120.867883272,35.9517065410001
3619,G0802,AERA San Ardo Cogen Facility,0,Aera Energy LLC,Monterey,6,"Unit 1, Unit 2",NG,1/1/1989 12:00:00 AM,0,-120.859572499,35.953234653
3620,S0585,CED Avenal LLC,0,RWE Clean Energy,Kings,15,Unit 1,SUN,1/26/2017 12:00:00 AM,0,-120.151357194,35.9958482760001
3621,S0126,Avenal Park Solar,0,Eurus Energy America Corporation,Kings,6,1,SUN,8/5/2011 12:00:00 AM,0,-120.105278871,35.991564742
3622,S0127,Sun City,0,Eurus Energy America Corporation,Kings,20,1,SUN,12/31/2010 12:00:00 AM,0,-120.102850359,35.9848676980001
3623,S0131,Sand Drag,0,Eurus Energy America Corporation,Kings,19,1,SUN,12/31/2010 12:00:00 AM,0,-120.101198644,35.980673853
3624,S0301,Kettleman Solar,0,Not Available,Kings,1,1,SUN,3/1/2014 12:00:00 AM,0,-119.960720378,36.0063272100001
