FIPS,County,t_cap,t_hh,t_rd,t_rsa,t_ttlh,t_retrofit,t_retro_yr,t_offshore,t_conf_atr,t_conf_loc,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,geometry,Nameplate Capacity (in KW AC),Capacity_Latest,VIN,DC Fast,Level 1,Level 2,Number of Chargers,Matched CSI Application Number,Service Zip,System Size DC,System Size AC,Storage Capacity (kWh),Storage Size (kW AC),Inverter Size (kW AC),Installer Zip,CSLB Number,Electric Vehicle Count,Total System Cost,Itc Cost Basis,Generator Quantity 1,Generator Quantity 2,Generator Quantity 3,Generator Quantity 4,Generator Quantity 5,Generator Quantity 6,Generator Quantity 7,Generator Quantity 8,Generator Quantity 9,Generator Quantity 10,Generator Quantity 11,Generator Quantity 12,Generator Quantity 13,Generator Quantity 14,Generator Quantity 15,Generator Quantity 16,Generator Quantity 17,Generator Quantity 18,Inverter Quantity 1,Inverter Quantity 2,Inverter Quantity 3,Inverter Quantity 4,Inverter Quantity 5,Inverter Quantity 6,Inverter Quantity 7,Inverter Quantity 8,Inverter Quantity 9,Inverter Quantity 10,Inverter Quantity 11,Inverter Quantity 12,Inverter Quantity 13,Inverter Quantity 14,Inverter Quantity 15,Inverter Quantity 16,Inverter Quantity 17,Inverter Quantity 18,Inverter Quantity 19,Inverter Quantity 20,Inverter Quantity 21,Inverter Quantity 22,Inverter Quantity 23,Inverter Quantity 24,Previous Application,Previous Application Ids,VNEM ID,Generator Model 7,Generator Manufacturer 7,Generator Model 8,Generator Manufacturer 8,Generator Model 9,Generator Manufacturer 9,Generator Model 10,Generator Manufacturer 10,Generator Model 11,Generator Manufacturer 11,Generator Model 12,Generator Manufacturer 12,Generator Model 13,Generator Manufacturer 13,Generator Model 14,Generator Manufacturer 14,Generator Model 15,Generator Manufacturer 15,Generator Model 16,Generator Manufacturer 16,Generator Model 17,Generator Manufacturer 17,Generator Model 18,Generator Manufacturer 18,Inverter Model 10,Inverter Manufacturer 10,Inverter Model 11,Inverter Manufacturer 11,Inverter Model 12,Inverter Manufacturer 12,Inverter Model 13,Inverter Manufacturer 13,Inverter Model 14,Inverter Manufacturer 14,Inverter Model 15,Inverter Manufacturer 15,Inverter Model 16,Inverter Manufacturer 16,Inverter Model 17,Inverter Manufacturer 17,Inverter Model 18,Inverter Manufacturer 18,Inverter Model 19,Inverter Manufacturer 19,Inverter Model 20,Inverter Manufacturer 20,Inverter Model 21,Inverter Manufacturer 21,Inverter Model 22,Inverter Manufacturer 22,Inverter Model 23,Inverter Manufacturer 23,Inverter Model 24,Inverter Manufacturer 24,Installer Phone,Generator Model 6,Generator Manufacturer 6,Latitude,Longitude,GHI (kWh/m²/day),Wind Speed (10m) (m/s),Wind Speed (50m) (m/s)
06057,,,,,,,,,,,,0500000US06057,06,057,Nevada,County,957.772,"POLYGON ((-121.279533 39.034618, -121.266911 39.271609, -121.127481 39.380237, -121.022085 39.391558, -120.755729 39.452663, -120.654332 39.526889, -120.575059 39.52228, -120.505445 39.446117, -120.003117 39.445045, -120.005318 39.316479, -120.645795 39.315155, -120.691606 39.303981, -120.857909 39.206235, -120.986348 39.102234, -121.068788 39.005177, -121.137397 39.037858, -121.279533 39.034618))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06059,,,,,,,,,,,,0500000US06059,06,059,Orange,County,790.568,"POLYGON ((-118.093008 33.786289, -118.084597 33.803216, -118.072597 33.815115, -118.063162 33.81961, -118.063268 33.82422, -117.976586 33.906225, -117.976588 33.909757, -117.976692 33.910614, -117.976571 33.911205, -117.976498 33.919171, -117.97653 33.928034, -117.783287 33.946411, -117.680289 33.877412, -117.673749 33.870831, -117.533999 33.710355, -117.474573 33.703811, -117.459817 33.691714, -117.412987 33.659045, -117.509722 33.505019, -117.59588 33.386629, -117.607905 33.406317, -117.631682 33.430528, -117.645582 33.440728, -117.645592 33.440733, -117.684584 33.461927, -117.689284 33.460155, -117.691984 33.456627, -117.691384 33.454028, -117.715349 33.460556, -117.726486 33.483427, -117.761387 33.516326, -117.784888 33.541525, -117.801288 33.546324, -117.814188 33.552224, -117.840289 33.573523, -117.87679 33.592322, -117.89979 33.599622, -117.927091 33.605521, -117.940591 33.620021, -117.957114 33.629466, -118.000593 33.654319, -118.029694 33.676418, -118.064895 33.711018, -118.088896 33.729817, -118.101097 33.734117, -118.116703 33.743549, -118.09197 33.758472, -118.099107 33.776518, -118.093008 33.786289))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06061,,,,,,,,,,,,0500000US06061,06,061,Placer,County,1407.009,"POLYGON ((-120.005318 39.316479, -120.00532 39.31635, -120.005413 39.313848, -120.005414 39.313345, -120.005743 39.228664, -120.005746 39.22521, -120.004504 39.165599, -120.003402 39.112687, -120.002461 39.067489, -120.143663 39.067285, -120.184098 39.031014, -120.43524 39.028397, -120.470985 38.965507, -120.556321 38.915164, -120.642458 38.944404, -120.746395 39.010352, -121.040406 38.915651, -121.141009 38.71198, -121.151857 38.711502, -121.188571 38.714308, -121.242795 38.718241, -121.484396 38.734598, -121.469356 38.925992, -121.414885 38.996429, -121.279533 39.034618, -121.137397 39.037858, -121.068788 39.005177, -120.986348 39.102234, -120.857909 39.206235, -120.691606 39.303981, -120.645795 39.315155, -120.005318 39.316479))",25322.227,779.39,5160.0,286.0,1.0,568.0,854.0,0.0,3485914889.0,296901.473,288975.56,94503.075,30474.676,289082.036,2941631780.0,28119999238.0,1939.0,762476418.199,237285785.62,915803.0,859102.0,13106.0,11023.0,832.0,765.0,26.0,25.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411656.0,382871.0,57431.0,55795.0,11390.0,11333.0,3150.0,3144.0,846.0,842.0,182.0,182.0,81.0,81.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.063431388633845,-120.71764593282478,5.09724043715847,2.350655737704918,4.026775956284153
06063,,,,,,,,,,,,0500000US06063,06,063,Plumas,County,2553.043,"POLYGON ((-121.076695 39.597264, -121.360516 39.84074, -121.430012 39.914833, -121.366818 40.086054, -121.436886 40.151905, -121.368395 40.21223, -121.345571 40.312667, -121.470395 40.350213, -121.497635 40.445591, -121.327826 40.445367, -121.061417 40.446536, -121.061493 40.256417, -120.928582 40.191931, -120.764403 40.31601, -120.652158 40.307656, -120.510817 40.248945, -120.445892 40.176854, -120.341385 40.115243, -120.209641 40.086008, -120.201264 40.013474, -120.108761 39.93951, -120.110627 39.765779, -120.147149 39.707658, -120.792484 39.709794, -120.873618 39.775875, -121.009477 39.639459, -121.050922 39.613801, -121.05267 39.612334, -121.076695 39.597264))",281.548,608.2,31.0,8.0,0.0,24.0,32.0,0.0,32638509.0,2847.221,2766.377,92.4,382.914,2971.121,29583513.0,262484296.0,17.0,8668992.95,807183.02,8744.0,7382.0,118.0,94.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3163.0,2647.0,246.0,243.0,14.0,14.0,25.0,25.0,25.0,25.0,-23.0,-23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.00468247199937,-120.83859760055998,2.286174863387978,2.3393169398907103,4.005136612021858
06065,riverside,655630.0,35825.5,34179.6,1765208.97,52946.6,0.0,0.0,0.0,1762.0,2001.0,0500000US06065,06,065,Riverside,County,7206.48,"POLYGON ((-117.284475 34.019015, -117.225372 34.004314, -116.929357 34.004914, -116.929558 34.034113, -116.457775 34.032881, -115.316212 34.03411, -115.316065 34.077843, -114.435429 34.079727, -114.434949 34.037784, -114.438266 34.022609, -114.46361 33.993431, -114.499883 33.961789, -114.518434 33.917518, -114.525539 33.838614, -114.523365 33.80612, -114.50434 33.756381, -114.494197 33.707922, -114.496489 33.696901, -114.519113 33.688473, -114.523959 33.685879, -114.530348 33.679245, -114.540617 33.591412, -114.5403 33.580615, -114.535965 33.569154, -114.535664 33.568788, -114.558898 33.531819, -114.594534 33.495059, -114.622918 33.456561, -114.627125 33.433554, -115.467506 33.426992, -116.085165 33.425932, -116.197591 33.428893, -116.617687 33.427354, -117.079721 33.43033, -117.241271 33.431993, -117.370925 33.490549, -117.509722 33.505019, -117.412987 33.659045, -117.459817 33.691714, -117.474573 33.703811, -117.533999 33.710355, -117.673749 33.870831, -117.600066 33.975316, -117.558312 34.033451, -117.336161 34.019378, -117.284475 34.019015))",3897683.224507945,7731.45,22195.0,738.0,1.0,2279.0,3017.0,0.0,17394462289.0,2321073.3838900174,2188654.590770011,678584.081,221199.136,0.0,14706212438.0,172879472959.0,3012.0,2944270026.83,1859592768.6841,3332037.0,177467.0,11595.0,850.0,33.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1757118.0,31125.0,342.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39834663136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,33.7436771122326,-115.99383349973998,5.870300546448088,3.1960928961748634,4.242103825136612
06067,,,,,,,,,,,,0500000US06067,06,067,Sacramento,County,964.644,"POLYGON ((-121.242795 38.718241, -121.188571 38.714308, -121.151857 38.711502, -121.141009 38.71198, -121.133264 38.705427, -121.118617 38.717118, -121.027507 38.508292, -121.027084 38.300252, -121.344024 38.22826, -121.484317 38.241509, -121.580022 38.094414, -121.679265 38.089319, -121.737824 38.02663, -121.862462 38.06603, -121.713926 38.084542, -121.688233 38.145421, -121.602763 38.230219, -121.603208 38.237283, -121.602121 38.241674, -121.601993 38.252426, -121.600249 38.257817, -121.60401 38.270103, -121.60073 38.278375, -121.605258 38.295352, -121.593273 38.313089, -121.521641 38.360104, -121.504139 38.466563, -121.538766 38.474707, -121.559167 38.498007, -121.51129 38.54629, -121.520965 38.566205, -121.506269 38.586305, -121.527667 38.604604, -121.549869 38.599405, -121.576068 38.648604, -121.594069 38.644106, -121.62576 38.673133, -121.630446 38.697571, -121.605774 38.718319, -121.602894 38.735838, -121.521767 38.736401, -121.484396 38.734598, -121.242795 38.718241))",18325.868,1616.73,13321.0,483.0,98.0,3123.0,3606.0,0.0,31945592.0,5729.075,5574.191,148.4,357.414,5418.284,25343898.0,233967659.0,13.0,11634862.81,2486928.01,18860.0,17476.0,116.0,110.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3176.0,2688.0,211.0,204.0,123.0,123.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.44932148014255,-121.34425533063106,5.230846994535519,3.0848360655737705,4.360355191256831
06069,,,,,,,,,,,,0500000US06069,06,069,San Benito,County,1388.71,"POLYGON ((-121.581354 36.899152, -121.501488 36.971895, -121.215406 36.961248, -121.141523 36.836656, -120.918731 36.740381, -120.603706 36.488242, -120.596562 36.328488, -120.678582 36.267319, -120.75834 36.308604, -120.718169 36.196848, -120.761483 36.20358, -120.86508 36.292578, -120.920551 36.311012, -121.02724 36.259893, -121.040797 36.323969, -121.193465 36.445751, -121.244091 36.506911, -121.311788 36.502736, -121.318373 36.610026, -121.350092 36.648357, -121.468086 36.685518, -121.45134 36.724793, -121.597698 36.83735, -121.644001 36.893996, -121.629489 36.911681, -121.607354 36.899452, -121.581354 36.899152))",3047.018,146.0,453.0,27.0,0.0,34.0,61.0,0.0,508190361.0,58610.042,57610.316,11349.1,3233.31,55086.959,428418638.0,4223321000.0,310.0,129092703.942,41202444.83,135635.0,125751.0,3683.0,1244.0,31.0,29.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54016.0,50296.0,4231.0,4024.0,941.0,940.0,225.0,225.0,59.0,59.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.60570589635096,-121.07499552385444,5.256612021857924,3.0182786885245902,3.901120218579235
06071,san bernardino,9450.0,510.0,505.4,29431.61,762.9,0.0,0.0,0.0,19.0,21.0,0500000US06071,06,071,San Bernardino,County,20056.938,"POLYGON ((-115.648029 35.809629, -115.647683 35.809358, -115.647202 35.808995, -115.406079 35.618613, -115.404537 35.617605, -115.393996 35.609344, -115.391535 35.607271, -115.388866 35.605171, -115.303743 35.538207, -115.271342 35.51266, -115.225273 35.475907, -115.160599 35.424313, -115.160068 35.424129, -115.146788 35.413662, -115.145813 35.413182, -114.92548 35.237054, -114.925381 35.237039, -114.80503 35.140284, -114.804249 35.139689, -114.633013 35.002085, -114.62919 34.991887, -114.629015 34.986148, -114.630877 34.907263, -114.636725 34.889107, -114.635176 34.875003, -114.633051 34.869971, -114.552682 34.766871, -114.465607 34.69226, -114.452547 34.653494, -114.339627 34.451435, -114.264317 34.401329, -114.199482 34.361373, -114.176909 34.349306, -114.138282 34.30323, -114.131489 34.260387, -114.133264 34.258462, -114.164476 34.251667, -114.225861 34.201774, -114.244191 34.179625, -114.312592 34.144453, -114.321618 34.138093, -114.366521 34.118575, -114.390565 34.110084, -114.401352 34.111652, -114.411681 34.110031, -114.420499 34.103466, -114.43338 34.088413, -114.435429 34.079727, -115.316065 34.077843, -115.316212 34.03411, -116.457775 34.032881, -116.929558 34.034113, -116.929357 34.004914, -117.225372 34.004314, -117.284475 34.019015, -117.336161 34.019378, -117.558312 34.033451, -117.600066 33.975316, -117.673749 33.870831, -117.680289 33.877412, -117.783287 33.946411, -117.767752 34.019429, -117.735846 34.018554, -117.72601 34.041128, -117.719481 34.059731, -117.711067 34.079536, -117.650459 34.339025, -117.658798 34.44058, -117.667292 34.822526, -117.632011 34.82227, -117.630126 35.564071, -117.616195 35.680856, -117.651986 35.709934, -117.632996 35.797251, -115.735891 35.79362, -115.735745 35.809097, -115.648925 35.809128, -115.648029 35.809629))",1315952.6469999999,8036.53,16813.0,1203.0,10.0,2014.0,3217.0,0.0,12403132202.0,6521948.569248739,6424107.438405983,689115.576,261070.741,0.0,10358794614.0,121514940642.0,1928.0,2191716654.14,1388926265.6595,2427833.0,152785.0,12105.0,318.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086943.0,20122.0,280.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10864381809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,34.84144093212648,-116.17847516048379,5.788907103825136,3.4543715846994534,4.768825136612022
06073,san diego,182950.0,6315.0,8356.5,666507.76,10495.8,0.0,0.0,0.0,249.0,249.0,0500000US06073,06,073,San Diego,County,4206.63,"POLYGON ((-116.106159 32.618328, -116.390091 32.59602, -117.118865 32.534661, -117.124862 32.534156, -117.133363 32.575625, -117.132963 32.597054, -117.136664 32.618754, -117.139464 32.627054, -117.159865 32.660652, -117.168866 32.671952, -117.180366 32.681652, -117.192967 32.687751, -117.196767 32.688851, -117.213068 32.687751, -117.223868 32.683051, -117.236239 32.671353, -117.246069 32.669352, -117.255169 32.700051, -117.25757 32.72605, -117.25537 32.745449, -117.25257 32.752949, -117.25497 32.786948, -117.26107 32.803148, -117.280971 32.822247, -117.28217 32.839547, -117.28117 32.843047, -117.27387 32.851447, -117.26497 32.848947, -117.26067 32.852647, -117.25617 32.859447, -117.25167 32.874346, -117.25447 32.900146, -117.26047 32.931245, -117.262547 32.939542, -117.28077 33.012343, -117.29337 33.034642, -117.309771 33.07454, -117.315278 33.093504, -117.328359 33.121842, -117.359484 33.164231, -117.362572 33.168437, -117.39148 33.202762, -117.401926 33.213598, -117.445583 33.268517, -117.469794 33.296417, -117.50565 33.334063, -117.547693 33.365491, -117.571722 33.378988, -117.59588 33.386629, -117.509722 33.505019, -117.370925 33.490549, -117.241271 33.431993, -117.079721 33.43033, -116.617687 33.427354, -116.197591 33.428893, -116.085165 33.425932, -116.08109 33.074833, -116.103137 32.904115, -116.106159 32.618328))",1805138.117,7759.45,38484.0,1167.0,17.0,10411.0,11578.0,0.0,25997974951.0,2620822.0556,2567158.672,355683.512,303613.492,694060.1509,27483124744.0,213005187673.0,1215.0,6597813605.0,2123308033.0,6056782.0,42125.0,1441.0,13.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2487402.0,181474.0,65685.0,65270.0,2338.0,2314.0,219.0,219.0,16.0,16.0,7.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,112000339624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2176352660009178.0,0.0,0.0,33.02818612476284,-116.77020425010002,5.802431693989071,3.153032786885246,3.9453551912568305
06075,,,,,,,,,,,,0500000US06075,06,075,San Francisco,County,46.873,"MULTIPOLYGON (((-122.418698 37.852717, -122.434403 37.852434, -122.443302 37.855448, -122.446316 37.861046, -122.438565 37.868367, -122.430958 37.872242, -122.421439 37.869969, -122.421341 37.869946, -122.41847 37.861764, -122.41847 37.852721, -122.418698 37.852717)), ((-123.013916 37.700355, -123.013897 37.704478, -123.012194 37.706749, -123.004489 37.706262, -123.00019 37.702937, -122.997189 37.697909, -123.000677 37.690203, -123.005543 37.689392, -123.011464 37.691907, -123.014303 37.696205, -123.013916 37.700355)), ((-122.3785 37.826505, -122.377879 37.830648, -122.369941 37.832137, -122.363244 37.823951, -122.358779 37.814278, -122.362661 37.807577, -122.372422 37.811301, -122.37267 37.81651, -122.3785 37.826505)), ((-122.502427 37.708133, -122.506483 37.723731, -122.509397 37.748841, -122.511983 37.77113, -122.514483 37.780829, -122.50531 37.788312, -122.492883 37.787929, -122.485783 37.790629, -122.478083 37.810828, -122.470336 37.808671, -122.463793 37.804653, -122.425942 37.810979, -122.407452 37.811441, -122.398139 37.80563, -122.385323 37.790724, -122.375854 37.734979, -122.370094 37.732331, -122.367697 37.734943, -122.365478 37.734621, -122.356784 37.729505, -122.361749 37.71501, -122.370411 37.717572, -122.391374 37.708331, -122.393782 37.708231, -122.471319 37.708305, -122.471837 37.708332, -122.481083 37.708232, -122.484883 37.708332, -122.485382 37.708231, -122.502427 37.708133)))",8257.933,604.6,9143.0,240.0,15.0,3225.0,3465.0,0.0,1186368949.0,73672.061,72993.906,62718.525,8715.77,79865.845,1073007062.0,27886052907.0,1569.0,203340738.7,16383328.65,242208.0,228494.0,4529.0,4424.0,215.0,213.0,-2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92850.0,87190.0,6416.0,6274.0,1177.0,1170.0,227.0,226.0,64.0,64.0,2.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.75971701329254,-122.69395742644552,4.972513661202186,3.683497267759563,5.067267759562842
06077,san joaquin,3500.0,190.0,199.8,10578.470000000001,289.7,0.0,0.0,0.0,9.0,9.0,0500000US06077,06,077,San Joaquin,County,1391.322,"POLYGON ((-120.926449 38.077421, -120.920665 37.738392, -120.995754 37.760152, -121.155849 37.719844, -121.258171 37.653495, -121.273751 37.63833, -121.333388 37.59105, -121.471925 37.481783, -121.556655 37.542732, -121.556936 37.817218, -121.550971 37.831155, -121.538931 37.839563, -121.536595 37.844723, -121.538026 37.849622, -121.549517 37.856986, -121.561813 37.857135, -121.56937 37.858881, -121.575463 37.863118, -121.574849 37.885021, -121.569113 37.901521, -121.55987 37.920862, -121.561937 37.937612, -121.56364 37.94611, -121.569889 37.957495, -121.574823 37.973025, -121.579943 37.976113, -121.580022 38.094414, -121.484317 38.241509, -121.344024 38.22826, -121.027084 38.300252, -120.995497 38.225405, -120.93885 38.088321, -120.926449 38.077421))",709902.8570000001,1155.41,5533.0,225.0,0.0,939.0,1164.0,0.0,5456350609.0,554829.493,548260.122,211245.835,48963.515,524470.66,4377694385.0,48552701712.0,1919.0,1260284371.153,606136101.58,1606823.0,1486685.0,35677.0,27904.0,1194.0,1143.0,656.0,655.0,403.0,402.0,1320.0,1319.0,152.0,152.0,1480.0,1480.0,0.0,0.0,561897.0,509392.0,66793.0,61458.0,8926.0,8791.0,1986.0,1983.0,404.0,403.0,156.0,156.0,2.0,2.0,-114.0,-114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.93474703226154,-121.27140327522564,5.263306010928962,3.3589890710382515,4.710546448087432
06079,,,,,,,,,,,,0500000US06079,06,079,San Luis Obispo,County,3298.567,"POLYGON ((-120.194146 35.789204, -120.194053 35.749964, -120.193934 35.749393, -120.193892 35.726513, -120.193918 35.614359, -120.085922 35.614524, -120.086674 35.526554, -119.997382 35.468702, -119.997392 35.439495, -119.880045 35.439133, -119.880172 35.351211, -119.809346 35.350865, -119.809449 35.263584, -119.666663 35.262527, -119.667056 35.174809, -119.553641 35.179975, -119.560975 35.087673, -119.472719 35.076885, -119.472754 34.901174, -119.535757 34.897576, -119.672963 34.973375, -119.745566 34.973676, -119.928419 35.059794, -119.980122 35.057573, -120.093376 35.114102, -120.188383 35.030378, -120.334548 35.006315, -120.311498 34.903764, -120.355343 34.941265, -120.513924 34.989276, -120.648905 34.974393, -120.63999 35.002963, -120.63357 35.033085, -120.629931 35.061515, -120.629583 35.078362, -120.630957 35.101941, -120.635787 35.123805, -120.644311 35.139616, -120.651134 35.147768, -120.662475 35.153357, -120.667994 35.15203, -120.675074 35.153061, -120.686974 35.160708, -120.698906 35.171192, -120.704203 35.173206, -120.714185 35.175998, -120.734231 35.178472, -120.74887 35.177795, -120.754823 35.174701, -120.756862 35.169208, -120.756086 35.160459, -120.760492 35.15971, -120.778998 35.168897, -120.786076 35.177666, -120.805258 35.184973, -120.846674 35.204429, -120.856047 35.206487, -120.873046 35.225688, -120.89679 35.247877, -120.896876 35.25399, -120.889354 35.277819, -120.87957 35.294184, -120.8672 35.327154, -120.862684 35.346776, -120.862133 35.360763, -120.866099 35.393045, -120.869209 35.403276, -120.884757 35.430196, -120.896862 35.442243, -120.907937 35.449069, -120.946546 35.446715, -120.950742 35.44802, -120.955863 35.453743, -120.969436 35.460197, -120.976122 35.459028, -121.003359 35.46071, -121.025621 35.484598, -121.05308 35.50753, -121.059913 35.509671, -121.101595 35.548814, -121.126027 35.593058, -121.133556 35.600455, -121.143561 35.606046, -121.166712 35.635399, -121.188897 35.643138, -121.195291 35.640734, -121.251034 35.656641, -121.272322 35.666711, -121.284973 35.674109, -121.289794 35.689428, -121.296473 35.696824, -121.304583 35.701794, -121.314632 35.71331, -121.315786 35.75252, -121.324918 35.769347, -121.332449 35.783106, -121.346363 35.795183, -121.175695 35.794102, -120.213979 35.789276, -120.194146 35.789204))",196164.70799999998,4202.65,1917.0,203.0,1.0,998.0,1201.0,0.0,2277082667.0,204253.198,200664.546,241644.06,35612.261,216352.18,1853760855.0,18747052034.0,1755.0,489300755.504,149089397.41,627201.0,579462.0,14741.0,12498.0,928.0,887.0,1193.0,1180.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156182.0,137664.0,20928.0,19681.0,4927.0,4862.0,1476.0,1494.0,198.0,195.0,18.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.38744905262926,-120.45219084564245,5.509153005464481,3.250546448087432,4.4021857923497265
