,zip_code,PV_system_size_DC,total_chargers,level1_chargers,level2_chargers,dc_fast_chargers,zev_count,plant_capacity_mw,storage_capacity_mw,wind_capacity_mw,wind_turbine_count,median_household_income,poverty_rate,pct_bachelors_plus,pct_black,pct_hispanic,pct_asian,median_housing_value,total_population,pct_single_family_units,pct_multifamily_units,pct_mobile_home_units,ghi_mean_kwh_m2_day_2023,lat_x,lon_x,lat_y,lon_y,t2m_mean_c_2023,t2m_max_mean_c_2023,t2m_min_mean_c_2023,t2m_summer_mean_c_2023,cdd65_2023,hdd65_2023,wind_ws10m_mean_2023,wind_ws50m_mean_2023,lat,lon,acronym,utility,utility_type,overlap_area_m2,overlap_share_of_zip,kwh_annual_total,log_kwh,energy_burden_pct,energy_affordability_index,energy_affordability_gap,county_geoid,county_name,area_km2,pop_density_km2,log_pop_density
10,90011,1.344951,22.0,0.0,22.0,0.0,201.0,0.0,0.1235,0.0,0.0,53781.0,0.2656926141437136,0.0618435836060768,0.0589099470734744,0.9173801369863014,0.006246108343711,575200.0,102784.0,,,,5.338922191780823,34.0069076527461,-118.25857038572109,34.0069076527461,-118.25857038572109,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.0069076527461,-118.25857038572109,SCE,Southern California Edison,IOU,36410.67785438918,0.0032776106467815,5073862.0,15.43961301838268,0.03,97.631524726,26282468.8012022,06037,Los Angeles,11.108908890376423,9252.39382321707,9.132745663022446
11,90012,4.019793,471.0,0.0,447.0,24.0,297.0,1.1,0.22033999999999998,0.0,0.0,67635.0,0.2273666092943201,0.3947514081984827,0.1210794650722045,0.2851880522115154,0.3527213517337106,686400.0,37463.0,,,,5.338922191780823,34.06672649232439,-118.2388212260997,34.06672649232439,-118.2388212260997,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.06672649232439,-118.2388212260997,,,,,,,,0.011,54.670327578,635217299.222926,06037,Los Angeles,9.550763526763644,3922.5136184158723,8.274742862548091
12,90013,0.21600000000000003,92.0,0.0,90.0,2.0,218.0,0.0,0.12,0.0,0.0,32848.0,0.4090541087572527,0.3850236277717194,0.2233563897656302,0.2458531999194144,0.1883016587200322,786600.0,14891.0,,,,5.338922191780823,34.04430895287648,-118.2400263057313,34.04430895287648,-118.2400263057313,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.04430895287648,-118.2400263057313,,,,,,,,0.018,58.562239082,17340594.4266957,06037,Los Angeles,1.8537974059691382,8032.700850724949,8.991400578817078
13,90014,0.52735,43.0,0.0,43.0,0.0,159.0,0.0,0.0,0.0,0.0,33822.0,0.3372824491507654,0.4321234975253358,0.2029350104821803,0.2277777777777777,0.2210691823899371,644700.0,9540.0,,,,5.338922191780823,34.04300272755521,-118.25189924885068,34.04300272755521,-118.25189924885068,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.04300272755521,-118.25189924885068,,,,,,,,0.015,52.904051643,44331835.3472641,06037,Los Angeles,0.775393634644869,12303.428315308945,9.417714502201704
14,90015,3.259888,202.0,0.0,201.0,1.0,274.0,0.0,0.03468,0.0,0.0,63211.0,0.2805666400638468,0.4782886674836166,0.0909450845310211,0.4530229243378073,0.2415567961357247,1000800.0,25257.0,,,,5.338922191780823,34.03930665043324,-118.26625463260568,34.03930665043324,-118.26625463260568,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.03930665043324,-118.26625463260568,,,,,,,,0.011,44.490488789,3207312.66095821,06037,Los Angeles,4.385536354241206,5759.158734501019,8.658720311383314
15,90016,1.622396,36.0,0.0,33.0,3.0,325.0,0.0,0.35958,0.0,0.0,71067.0,0.1554178893598521,0.3193966420255589,0.2723526094312611,0.516246583662314,0.03960782612468,919800.0,46102.0,,,,5.338922191780823,34.02876722779279,-118.35429329802513,34.02876722779279,-118.35429329802513,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.02876722779279,-118.35429329802513,SCE,Southern California Edison,IOU,24948.887775592146,0.002673311010686,,,0.021,62.102012753,914148.933882585,06037,Los Angeles,9.332579598940175,4939.898932684746,8.505302563806502
16,90017,1.5574270000000001,107.0,0.0,93.0,14.0,232.0,0.0,0.05,0.0,0.0,51317.0,0.3538397732771134,0.3622394049133796,0.125599530727028,0.5641972326696801,0.1793588903074428,675500.0,28981.0,,,,5.338922191780823,34.05309577112992,-118.26450517372324,34.05309577112992,-118.26450517372324,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.05309577112992,-118.26450517372324,,,,,,0.0,0.0,0.015,68.23326631,7311865.96457897,06037,Los Angeles,1.8311064583643006,15827.0426427791,9.669538496637339
17,90018,1.143475,2.0,0.0,2.0,0.0,288.0,0.0,0.2896,0.0,0.0,63671.0,0.1920171477327118,0.2438129348560021,0.2360075391297222,0.5711710235188069,0.056502499385397,886800.0,48812.0,,,,5.338922191780823,34.028629872774914,-118.3173472025675,34.028629872774914,-118.3173472025675,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.028629872774914,-118.3173472025675,,,,,,0.0,0.0,0.022,75.473827865,1133027.96648929,06037,Los Angeles,7.771931205465369,6280.549674149776,8.74537199242081
18,90019,1.701544,16.0,0.0,12.0,4.0,363.0,0.0,0.58684,0.0,0.0,71395.0,0.1776127049180328,0.3911446462947802,0.1722102280394009,0.4269160707057077,0.171366887059776,1178100.0,59288.0,,,,5.338922191780823,34.04862484701815,-118.3388850417316,34.04862484701815,-118.3388850417316,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.04862484701815,-118.3388850417316,,,,,,0.0,0.0,0.016,43.68967721,0.0,06037,Los Angeles,10.032681404679758,5909.486966499806,8.684483504044579
19,90020,1.743203,14.0,0.0,4.0,10.0,281.0,0.0,0.19726,0.0,0.0,55832.0,0.1835236328482219,0.4603570087716304,0.0547170303172492,0.3460285185474831,0.4389875133599228,826500.0,38361.0,,,,5.338922191780823,34.06638035689877,-118.30983203993158,34.06638035689877,-118.30983203993158,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.06638035689877,-118.30983203993158,,,,,,,,0.012,63.898624735,1143.632732772,06037,Los Angeles,2.879822355188835,13320.613311748739,9.497143056260661
20,90021,1.921441,92.0,0.0,59.0,33.0,134.0,0.0,4.584,0.0,0.0,32250.0,0.4338046272493573,0.2019908751555371,0.2112944162436548,0.4831852791878173,0.049492385786802,1075800.0,3152.0,,,,5.338922191780823,34.02907662164355,-118.23890627594,34.02907662164355,-118.23890627594,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.02907662164355,-118.23890627594,,,,,,,,0.019,67.402350539,41529529.4156991,06037,Los Angeles,5.14957539445522,612.0893002933602,6.418510602803211
21,90022,2.4941003757283564,68.0,0.0,68.0,0.0,181.0,0.0,1.05874,0.0,0.0,67829.0,0.163206196303046,0.0957989014795388,0.0043479671631136,0.966092345630942,0.0111781693111392,603500.0,61638.0,,,,5.338922191780823,34.02452712130981,-118.15605924266548,34.02452712130981,-118.15605924266548,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.02452712130981,-118.15605924266548,SCE,Southern California Edison,IOU,11464840.79633005,0.9999999999999996,164722294.0,18.919771553321084,0.021,89.377998157,21585463.3992661,06037,Los Angeles,11.464840846328453,5376.2630311383,8.58993479343699
22,90023,3.713373582656276,2.0,0.0,2.0,0.0,155.0,1.0,0.11072,0.0,0.0,56623.0,0.2192936928805145,0.1015326395458845,0.0058285509325681,0.9606124461979914,0.0097964490674318,617600.0,44608.0,,,,5.338922191780823,34.022635504651696,-118.19988705742642,34.022635504651696,-118.19988705742642,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.022635504651696,-118.19988705742642,SCE,Southern California Edison,IOU,4277537.468941804,0.3777193805414711,52505204.0,17.776422865504667,0.026,96.008946207,14406559.5401731,06037,Los Angeles,11.324643867217336,3939.0201160436995,8.278941107873793
23,90024,1.257543,68.0,0.0,62.0,6.0,361.0,0.0,0.4619,0.0,0.0,79994.0,0.2605181703542359,0.7413846357499008,0.0419830808577611,0.1341333857957899,0.2704111745032461,1434000.0,50830.0,,,,5.338922191780823,34.06564442652504,-118.4352858421828,34.06564442652504,-118.4352858421828,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.06564442652504,-118.4352858421828,SCE,Southern California Edison,IOU,285446.60045907396,0.0370598974633509,7352090.0,15.810495320525389,0.013,34.207953642,37821225.1043772,06037,Los Angeles,7.702304100538394,6599.323960274038,8.794874011699898
24,90025,31.466189236295843,89.0,0.0,80.0,9.0,407.0,0.0,0.20104,0.0,0.0,104627.0,0.1141897751784562,0.6964076532604452,0.0364295503780007,0.1499845262832132,0.2079004376851319,1081400.0,45238.0,,,,5.338922191780823,34.045534810204046,-118.44581407196814,34.045534810204046,-118.44581407196814,16.77235616438357,20.7545205479452,13.608958904109604,20.28229508196721,725.9100000000002,1751.472,3.1795890410958902,3.95435616438356,34.045534810204046,-118.44581407196814,SCE,Southern California Edison,IOU,423948.13363364065,0.0641312729957288,23525336.0,16.973588568519084,0.008,14.529401635,1262006.79790869,06037,Los Angeles,6.610630257347443,6843.2204251205585,8.831159841553728
25,90026,2.163528,27.0,0.0,25.0,2.0,369.0,0.0,0.70364,0.0,0.0,85835.0,0.1660162497600921,0.4740218869916553,0.0364217353979205,0.4620202855235127,0.1333661886744459,1143400.0,62902.0,,,,5.338922191780823,34.078848063144555,-118.26370628917864,34.078848063144555,-118.26370628917864,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.078848063144555,-118.26370628917864,,,,,,,,0.0139999999999999,42.578693238,182592.265606761,06037,Los Angeles,10.511899169514738,5983.885403164855,8.696992470467885
26,90027,1.940365,38.0,0.0,19.0,19.0,397.0,0.0,0.86988,0.0,0.0,90532.0,0.1419758507135016,0.5819276794326981,0.0407174965797302,0.2258898130252557,0.119112249994571,1747200.0,46049.0,,,,5.338922191780823,34.125169972977005,-118.29049688508924,34.125169972977005,-118.29049688508924,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.125169972977005,-118.29049688508924,,,,,,,,0.013,33.470530172,1999960.02682361,06037,Los Angeles,21.312034771444186,2160.7040573010263,7.678652105065158
27,90028,0.642017,215.0,0.0,205.0,10.0,298.0,0.0,0.031120000000000002,0.0,0.0,59393.0,0.1868081929431622,0.4895041070885306,0.0813587354091791,0.3025667122546993,0.1322158964409528,970800.0,31441.0,,,,5.338922191780823,34.09981008849237,-118.32683739017736,34.09981008849237,-118.32683739017736,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.09981008849237,-118.32683739017736,SCE,Southern California Edison,IOU,105.1367587533354,2.6872784566565503e-05,,,0.013,48.295008891,46339.782651417,06037,Los Angeles,3.912387963264865,8036.268461924892,8.99184456090542
28,90029,0.633775,27.0,18.0,27.0,0.0,253.0,0.0,0.05,0.0,0.0,60793.0,0.2306997470793689,0.3633456242004665,0.0422997339639373,0.4891516405557198,0.1714454626071534,1066200.0,33830.0,,,,5.338922191780823,34.089873179463936,-118.29463115921236,34.089873179463936,-118.29463115921236,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.089873179463936,-118.29463115921236,,,,,,,,0.016,64.097759194,69.850208889,06037,Los Angeles,3.564136750247457,9491.779460384396,9.158286731797377
29,90030,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,,,,
30,90031,3.5773650000000004,16.0,0.0,6.0,10.0,262.0,0.0,0.20326,0.0,0.0,62119.0,0.196741992101799,0.2424379573055744,0.0172988801822076,0.5746861527615845,0.2938911634717063,758500.0,36881.0,,,,5.338922191780823,34.08123123379934,-118.21082522778936,34.08123123379934,-118.21082522778936,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.08123123379934,-118.21082522778936,,,,,,,,0.02,69.741669061,9588420.50142386,06037,Los Angeles,9.232991140609426,3994.480167730959,8.29291904315083
31,90032,1.49088,168.0,0.0,146.0,22.0,283.0,0.0,0.4378,0.0,0.0,81563.0,0.142270958613371,0.2478376689578057,0.025935413045467,0.7388390815112982,0.1179672491080413,780100.0,43724.0,,,,5.338922191780823,34.0793115358586,-118.17833573259,34.0793115358586,-118.17833573259,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.0793115358586,-118.17833573259,SCE,Southern California Edison,IOU,654319.4090726938,0.0522699526195516,47550.0,10.769558098246614,0.022,63.866191681,12914421.0526162,06037,Los Angeles,12.518079259172431,3492.8681225565742,8.158764746008176
32,90033,0.6754319999999999,210.0,0.0,190.0,20.0,168.0,0.0,0.6027600000000001,0.0,0.0,56001.0,0.2590925141242938,0.1399758245553445,0.0140524280189084,0.8978942844864632,0.0446282767511817,669500.0,46540.0,,,,5.338922191780823,34.051186669795605,-118.21161827094149,34.051186669795605,-118.21161827094149,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.051186669795605,-118.21161827094149,SCE,Southern California Edison,IOU,103735.57365948654,0.0120903988427181,,,0.025,94.23009421,19845790.4174828,06037,Los Angeles,8.579995964970248,5424.244975173643,8.598818334103163
33,90034,2.580236,89.0,0.0,43.0,46.0,383.0,0.0,0.49024,0.0,0.0,103082.0,0.0922311236100575,0.6428487039531202,0.0922169811320754,0.256277213352685,0.1810050798258345,1395000.0,55120.0,,,,5.338922191780823,34.030623024550074,-118.39935629411907,34.030623024550074,-118.39935629411907,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.030623024550074,-118.39935629411907,SCE,Southern California Edison,IOU,53141.93338702741,0.0065969754934861,506536.0,13.135352650348336,0.011,23.631732185,35268.505808631,06037,Los Angeles,8.055499554281539,6842.530327086101,8.83105900715843
34,90035,1.904905,36.0,0.0,36.0,0.0,356.0,0.0,0.4975,0.0,0.0,108224.0,0.0775581142733,0.6802040320621812,0.0672507270834081,0.1365839646691321,0.0699795339485117,1844000.0,27851.0,,,,5.338922191780823,34.051425297751756,-118.3857668482383,34.051425297751756,-118.3857668482383,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.051425297751756,-118.3857668482383,SCE,Southern California Edison,IOU,584.7805904099674,9.920863819051612e-05,,,0.011,18.29793144,0.0,06037,Los Angeles,5.8944523327870195,4724.951263933874,8.460824145364835
35,90036,3.394255,96.0,0.0,94.0,2.0,378.0,0.0,0.29813999999999996,0.0,0.0,102877.0,0.1194628441316497,0.6826305686105779,0.0713180693069306,0.130414603960396,0.1937654702970297,1958600.0,38784.0,,,,5.338922191780823,34.07017671546356,-118.3497594466758,34.07017671546356,-118.3497594466758,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.07017671546356,-118.3497594466758,,,,,,,,0.011,18.084853883,0.0,06037,Los Angeles,6.363626891292309,6094.637643365016,8.71532865389454
36,90037,0.946677,16.0,0.0,16.0,0.0,168.0,0.0,0.08888,0.0,0.0,56417.0,0.2626412849494348,0.0905518144836937,0.1470505928271595,0.7976434199867443,0.0114441416893732,632600.0,67895.0,,,,5.338922191780823,34.00265752660531,-118.28750712561254,34.00265752660531,-118.28750712561254,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.00265752660531,-118.28750712561254,,,,,,,,0.0289999999999999,94.06106685,6267161.78736653,06037,Los Angeles,7.478863864555267,9078.250551099904,9.113746929763735
37,90038,1.0377625714285714,83.0,0.0,80.0,3.0,250.0,0.0,0.118,0.0,0.0,61566.0,0.1954679372931291,0.4089622641509434,0.0676807997986118,0.486640054662495,0.073830330492322,1089200.0,27807.0,,,,5.338922191780823,34.08878168403868,-118.32666819530998,34.08878168403868,-118.32666819530998,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.08878168403868,-118.32666819530998,SCE,Southern California Edison,IOU,30836.811891443365,0.0076854718235442,4833221.0,15.391023883974636,0.016,62.510989839,302297.207952313,06037,Los Angeles,4.012351168988866,6930.350517401873,8.843809953053306
38,90039,2.529635,17.0,0.0,15.0,2.0,375.0,0.0,1.17053,0.0,0.0,105578.0,0.0870717997666772,0.566332073176031,0.0182696346073078,0.3141537169256614,0.1897662046759065,1202000.0,28572.0,,,,5.338922191780823,34.11245443014523,-118.26154817107846,34.11245443014523,-118.26154817107846,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.11245443014523,-118.26154817107846,,,,,,,,0.013,26.872156977,926.500629034,06037,Los Angeles,9.903359866622194,2885.081465765744,7.967654966851474
39,90040,7.1596015393046315,66.0,0.0,6.0,60.0,140.0,0.0,2.3726,0.0,0.0,70909.0,0.1547117945193712,0.1173731928448909,0.007446717452709,0.9423093383548746,0.0190875631259094,576900.0,11683.0,,,,4.854851232876709,33.993164527648304,-118.1489006532163,33.993164527648304,-118.1489006532163,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,33.993164527648304,-118.1489006532163,SCE,Southern California Edison,IOU,14416864.51205874,0.999443326896636,495846699.0,20.021777364335783,0.02,87.825682187,73239273.3189076,06037,Los Angeles,14.424894550507936,809.919265551138,6.698168499901287
40,90041,3.051205,20.0,0.0,20.0,0.0,339.0,1.0,0.45875,0.0,0.0,111834.0,0.0972011956057606,0.5164021700552655,0.0149903111403604,0.3346129940404372,0.2519469123615224,1135200.0,27351.0,,,,5.338922191780823,34.13754475435092,-118.20744109300362,34.13754475435092,-118.20744109300362,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.13754475435092,-118.20744109300362,,,,,,,,0.0139999999999999,32.675487692,0.0,06037,Los Angeles,9.338769364047648,2928.7584834566915,7.982675269759297
41,90042,2.471381,15.0,0.0,11.0,4.0,347.0,0.0,0.76815,0.0,0.0,94401.0,0.1058323944882572,0.4038172898138399,0.0172254216371863,0.5649252708076238,0.1336555601261483,940600.0,58344.0,,,,5.338922191780823,34.1147479894734,-118.1919647000629,34.1147479894734,-118.1919647000629,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,34.1147479894734,-118.1919647000629,SCE,Southern California Edison,IOU,30197.098576531695,0.0025614322911946,,,0.015,41.261056383,0.0,06037,Los Angeles,11.789145793750416,4948.959069700278,8.507134586781131
42,90043,3.5258453112244896,9.0,0.0,9.0,0.0,358.0,0.0,0.80824,0.0,0.0,65496.0,0.1691604611779989,0.3078659657496694,0.5847340865252135,0.2633186369064021,0.0205290713695232,867800.0,43548.0,,,,4.854851232876709,33.988765928302165,-118.33526014319128,33.988765928302165,-118.33526014319128,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,33.988765928302165,-118.33526014319128,SCE,Southern California Edison,IOU,3322780.3491684133,0.312682360345946,22320566.0,16.921019098380533,0.026,62.117143985,3752538.492647,06037,Los Angeles,10.626695873315878,4097.981208754739,8.318493736145143
43,90044,2.1725066285714285,34.0,0.0,29.0,5.0,223.0,0.0,0.6332,0.0,0.0,51433.0,0.2657557697184884,0.110620976257792,0.2917931545290478,0.6719869808781648,0.005487226029898,588200.0,95859.0,,,,4.854851232876709,33.952650570862154,-118.29201286740668,33.952650570862154,-118.29201286740668,16.58668493150685,22.274273972602735,12.2334794520548,21.718852459016393,999.324,2146.871999999999,2.836383561643835,3.602493150684934,33.952650570862154,-118.29201286740668,SCE,Southern California Edison,IOU,4124698.369520833,0.312133391846334,45603100.0,17.635486276558385,0.032,93.872663328,11174163.2733097,06037,Los Angeles,13.214537362483979,7254.056450901061,8.889453946253015
